Folder,Folder Title,Identifier ,City/Town ,Survey Title,Document Form / Genre,Date,Date Statement,Date Year,Surveyor,Publisher,Property Owner,Neighbors,Scale,Latitude,Longitude,Streets,Notes,Background Notes,Related Registry Documents,No. of Sheets,Panels / Pieces,Sides,Dimensions (in.),Material Type,Condition Notes,Extent,,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-044,"Sharon, MA","A Plan of a Widening, Straightening and Relocation of a Part of Upland Road in Sharon as Laid out by the Selectmen in February 1916",Survey,1916-01-01,1/1/1916,1916,Frederic Endicott,,Town of Sharon Selectman,Josephine Flanders; Catherine Flanders; F. Erving Cole; Marietta P. Kittredge; Frederick H. Briggs; Mary B. Field,1 in= 100 ft,42.123201,-71.208008,Moose Hill Street and Upland Road,Road layout.,"See Sharon-030. See Registry of Deeds for related land transactions. May include land owned by Audubon Society. The husband of Mary B Field was George Wilton Field, noted https://en.wikipedia.org/wiki/George_Wilton_Field, https://www.google.com/books/edition/Mass_Audubon/Cm6WDDuNdVUC Land as Moose Hill bird sanctuary acquired from FIeld in 1922 along with adjacent Briggs estate https://www.google.com/books/edition/The_Bulletin_of_the_Massachusetts_Audubo/TVssAQAAIAAJ   Part of Upland Road is now Moose Hill Parkway.  ",Norfolk Bk/Pg:79-3839  (Plan #:1916-3839),1,,1,32 x 12,Blueprint,Conserved 2014.  Blotchy.,"1 sheet, blueprint, 32 x 12 in.",,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-045,"Sharon, MA",A Plan of Widening and Straightening of Part of Mountain Street in Sharon.  Laid out by the Selectman.,Survey,1913-02-01,2/1/1913,1913,Frederic Endicott,,Town of Sharon Selectman,"Various, including Blanche P. Osgood, Robert G. Morse, Heirs of Frank P. Eberle, John Fletcher, Frederick H. Deer(sp?)`",1 in = 50 ft,42.09754138,-71.1598367,Mountain Street,Plan showing proposed reshaping of Mountain Street.  Small sections of sheet are missing. Endicott also filed survey Bk/Pg D1246-76;  Plan #:1991-297 shows more detailed layout near Morse's property.,,Norfolk Bk/Pg: 67-3203  (Plan #:1913-3203),1,,1, 42 x 12,Blueprint,Backed. Missing pieces.,"1 sheet, blueprint, 42, x 12",,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-046,"Sharon, MA",A Plan of Hewins Street in Sharon as Laid out by the Selectmen.,Survey,1916-08-01,8/1/1916,1916,Frederic Endicott,,Town of Sharon Selectman,Nora T. Cole; Peter Peterson; M.J. Collins; Herbert W. Smith; Ferdinand Stahnke; Herbert W. Smith; Katherine P. Hewins [Edmund H. Hewing's name crossed out]; John Alfred O'Neill; Charlotte A. Hill; Charles T. Derry; Channing R. Packard; Jeremiah O'Leary; Johanna Herlihy; John Everett; R.E. Trundy; Frank Peterson; T.J. Scollard; A.P. Colburn,1 in = 50 ft,42.116465,-71.179081,Ames Street; South Main Street; Dunbar,Street layout showing abutters. ,See Sharon-040. Hewins was a proposed street that became Bradford Avenue.  Endicott did a 1913 subdivision layout for Norfolk Park on Hewins,Norfolk Bk/pg: 67-3231 (plan# 1913-3231),1,,1, 42.5 x 12,Blueprint,"Conserved 2014.  Tears, frayed edges.","1 sheet, blueprint, 42.5 x 12 in.",,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-047,"Sharon, MA","A Plan of Land in Sharon Owned by Mrs. Jennie H. Anderson, Containing 88,677 square feet. ",Survey,1908-04-09,9-Apr-08,1908,Frederic Endicott,,Jennie H. Anderson,Laura Sage; John Cuff; Charles F. White; Heirs of Edward Everett,1 in = 40 ft,42.110155,-71.211570,Moose Hill Street at Old Road (Walpole Street),"Plan showing footprint of house, barn/shed, greenhouses.",Transaction referenced in Land court certificates and partition applications.,"Norfolk LC Certificates 479, 483; LC Plan 2094A",1,,1,14 x 16,Blueprint,Portions of print faded.,"1 sheet, blueprint, approx. 14 x 16 in.",,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-048,"Sharon, MA",A Plan of the Land of Sharon Sanitarium containing 128 Acres 3 Quarters Rods,Survey,1897-01-01,1/1/1897,1897,Frederic Endicott,Crane & Co.,Sharon Sanitarium,"Crane, Curtis, Hewins, Hitchcock, Lothrop",1 in = 200 ft,42.128854,-71.192628,Moose Hill Rd; Depot St (Route 27); Everett; Norwood St.  Includes what is now 21; 23; 27 Everett Street.,Lot plan.,"Per Norfolk Registry of Deeds, Alonso and Mary Crane & Dulcenia Hitchock sold land to Sharon Sanatorium for Pulmonary Diseases in 1890s (Norfolk Registry: 793-3). See Mass Historic Commission report at https://www.townofsharon.net/sites/g/files/vyhlif3801/f/file/sha_area_e_sharon_sanatorium.pdf and Boston Children's Hospital Archives ) After Sanitarium merged w Boston Children's, became part of Kendall Whaling Museum - land was purchased by Kendall family (https://nct-archive.org/local-history/). May now be part of the Trustees of Reservation HQ (https://thetrustees.org/place/archives-research-center/) .  Sharon was considered to have healthy air, thus was a logical place for a sanatorium.  Endicott did plan for spin-off of Sanatorium's land in 1910. ",Norfolk  Bk/Pg: D1163-297  (Bk/Pg: 412-148),1,,1,20 x 30,Blueprint,Torn and taped.,"1 sheet, blueprint, approx. 20 x 30 in.",,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-049,"Sharon, MA",Sharon [Mass.],Survey,1948 and 1949,1948 and 1949,1948,Robert B. Bellamy,,"Alfonso Cannata, Prior Building Trust","Robert A. Morway; Agnes R. Morway; Charles A. Beatric, May W. Beatrice; Lydia E. McKenzie; Mabel D. Clarke, Mary E. Billings; T.B. Derry",1 in = 80 ft,42.105140,-71.199840,Norfolk Place; South Main Street; Middlesex; Suffolk; and Essex Roads.,Lot subdivision plan showing 47 lots. Is not final filed version and Plan title is penciled in.," Per Norfolk Registry of Deeds, Cannata did multiple transactions for development of Norfolk Place and filed petition Book - Page   2790-199  See Land Court Plan 21469C, dated 10/07/1948 as ""approved and modified by the Court."" LC Certificate #38814  Canatta also did an adjacent development at South Main and Webb (see LC Plan 22344 A) and operated under company name Prior Building Trust.",Norfolk LC Plans 21469A and 21469C; LC Certificate #38302,1,,1,22 x 26,Blueprint,Bottom portion missing.,"1 sheet, blueprint, approx. 22 x 26 in.",,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-050,"Sharon, MA",A Plan of the Part of the Edwin R. Clarke Estate in Sharon. Now Owned by Mrs. Matilda C. Morse.,Survey,1914-09-01,9/1/1914,1914,Frederic Endicott,,Edwin R. Clarke; Matilda C. Morse,Charles T. Derry; G.F. Burkhardt; John O'Brien; F. C. Clarke; B&P Railroad Corporation,1 in= 100 ft,42.107851,-71.194578,South Main and Garden Street (intersecting at 70 Garden Street); Clarke & Garden Courts; Bos. Prov. Railroad,Lot plan showing sublots and building footprints. Notation indicates about 46 acres.,Norfolk Registry contains numerous plans related to the adjacent R.R. line at Clarke Street.  Mrs. Morse owned various plots at this intersection.  Norfolk Registry contains multiple transactions between Morse and the Clarke family. ,,1,,1,25.5 x 23.5,Blueprint,"Backed. Frayed, blotchy, folds.","1 sheet, bueprint, approx. 25.5 x 23.5 in.",,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-051,"Sharon, MA",A Plan of the Morse Lot in Sharon owned by Mrs. Constance S. Lowell,Survey,1912-04,12-Apr,1912,Frederic Endicott,,Constance S. Lowell,Holmes Farm,1 in= 100 ft,42.12274349,-71.20024036,Moose Hill Street,"Layout of three lots, two along Moose Hill.","Per Registry of Deeds 1107-635, George H. Morse sold land to C. Lowell in 1909.  Per Norfolk Plan 131-1945, neighbor was Henry P. Kendall. Land may now be owned by the Mass Audubon Society.",,1,,1,26 x 28,Blueprint,Backed. Frayed and torn edges,"1 sheet : blueprint ; 26 x 28 in., backed",,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-052,"Sharon, MA",Walpole Road Telephone Survey Coburn Lot [Small Scale; Blue Hill Lands; Henry Spring's land],Survey,,,,Frederic Endicott,,,"Coburn, Henry Steele; Worthington.",,42.1572127,-71.1537961,Walpole Street near Stoughton R.R. branch,"Preliminary ink sketch; notations indicate Washington Street or Stoughton Branch turnpike. Location approximate. Includes locations of wells. Notation says ""small scale.""", Endicott did two surveys for Coburns: D0762-159 and 49-2340,,1,,1,48 x 22,Kraft paper,Backed. Pieces missing.,"1 sheet, kraft, 48 x 22, backed",,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-053-A,"Canton, MA",Asbestos Protected Metals Company / Sharon High School Contours,Survey,1911; 1916,1911 / 1916,1911,Frederic Endicott,,"Asbestos Protector Metals, Sharon High School",,1 in = 20 ft,42.151918,-71.147346,Rockland at Washington Streets,"Two items: Asbestos land - multiple lots along Rockland. Other is a grid, possibly showing topographical elevations.","Per Norfolk Registry of Deeds, Asbestos Protected Metals did a series of sales of Canton properties, including some to Eureka Silk Company at 27 Rockland.  Endicott filed plans in 1911 (Plan # D1198-138) and 1916  (# D1351-196) for which this may be a preliminary sketch.  See other plans on Rockland Street. See Sanborn Canton Map for 1907.",Norfolk Bk/Pg: D1198-138  (Plan #:1962-602); Bk/Pg: D1351-196 (Plan #:1962-600),1,,2,65 x 25,Kraft paper,Folded,"1 sheet, kraft, 65 x 25",,,,,,,,,,,,,,,,,,,
23,Massachusetts - Sharon - Folder 3,Severy_Sharon-053-B,"Sharon, MA",Bertha Richards Farm,,1911-01-01,1/1/1911,1911,Frederick Endicott,,,"Fuller, Agres, Hantz, Henry, Gordon Gravel Pit, Pettie, Hawkes",,,,,Schematic lot plan with road.,,,1,Folded,2,65 x 25,Kraft paper,,"1 sheet, kraft, 65 x 25",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Somerville-001,"Somerville, MA","Plan of Lot in Somerville, Mass.  Property of Mary Somerville.",Survey,1929-08-01,8/1/1929,1929,Robert B. Bellamy,,Mary M. Spillane,"Piazza Leonardi, Canzia Del Verdi, Ellen M. C. Gore",1 in = 10 ft,42.395379,-71.104393,9 Richardson Street; Lawrence (now Hinkley); Lowell,"Lot plan showing lot with outline of house alongside house lines for abutting properties (Numbers 5, 7, 9).  Contains note from Bellamy regarding accuracy of location information","Land court plan filed 8/1/1929 by Bellamy shows different layout and abutters. Mary C. Buttimer as abutter; per 1895 Somerville Bromley, Maurice Buttimer (spouse) owned land that included 17-21 Richardson. Spillane's property width matches current address.  Plan refers to Land court case No. 11073 which shows Lowell Street lot abutting Spillane's lot and to Somerville Engineering Plan No. 71, p. 220-225.",Southern Middlesex Registered LC Plan Bk/Pg: 207/69 ( Doc #51010364. Court Case #13747),1,,1,24 x 18,Blueprint,,"1 sheet, blueprint ; 24 x 18 in. ",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Somerville-002,"Somerville, MA",Garage No. 391 Highland Ave. Somerville,Survey,1944,Not Dated,[1944],Robert B. Bellamy,,Boston & Maine Railroad,"Boston & Maine R.R., City of Somerville",1 in = 8 ft,42.395936,-71.120518,Highland; Grove Street; Boston & Maine Railroad.,Lot plan. Notations show use of Land Court Documents.,"Registry deeds for 393 Highland shows reference to drawing by Robert G. Bellamy, dtd. 9/18/1944, Bk/Pg 6802/146. ",Southern Middlesex Bk/Pl 6802/146,1,,1,28 x 26,Ink on kraft paper,Backed,"1 sheet ; 28 x 26 in., backed",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_South Boston-001,"South Boston (Boston, MA)","Plan of Land in South Boston, Mass.  Property of Jonas Fitch Estate. Boston Safe Deposit & Trust Co. Tr.",Survey,1925-05-12,5/12/1925,1925,Robert B. Bellamy,"Boston Safe Deposit & Trust Co. TR., survey","Jonas Fitch Estate / Boston Safe Deposit & Trust Co., Trustee",Dahlquist Mfg. Co.,1 in = 20 ft,42.34263008,-71.0542279,18-22 West Third St (Formerly 89 A Street); West Second Street; Bolton Street; B Street.,"Lot plan of Block No. 42 with outline of ""sheet iron building concrete block base"" and a brick building, with two railroad tracks intersecting.","Jonas Fitch was a carpenter, contractor, and prominent Bostonian involved in a committee in the Common Council to improve South Boston.  Records as repairer of doors in BPL archives: https://archives.bpl.org/repositories/2/archival_objects/53071   Had property at 398 Federal and at 383 Commonwealth Avenue; Trustee was Boston Safe  (https://backbayhouses.org/index-to-deeds-383-commonwealth/) 1884 Bromley South Boston Atlases show Fitch owned multiple lots 89-97 A Street as well as lots on 3rd and Bolton; by 1910, executor Boston Safe had taken land over. By 1919, the lots were consolidated to 89 and 91 A Street.  Abutter Dahlquist Manufacturing was coppersmith and boiler manufacturer.",,1,,1,24 x 18.5,Blueprint,Backed. Torn. Blotchy print.,"1 sheet, blueprint ; 24 x 18.5 in.",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_South Boston-002,"South Boston (Boston, MA)","Plan of Land in South Boston, Mass.",Survey,,Not Dated,,Robert B. Bellamy,,John Delay; Fish Pier,,1 in = 20 ft,42.349062,-71.039023,Northern Avenue; D Street (Extension); intersection of two railroad tracks,Lot plan showing sheet iron building concrete block base. Note on verso says Fish Pier - Mr. John Delay.,Former Boston Fish Market Corp. & Federal Trust Co.; now probably 225 Northern Avenue.  Fish Pier was created by the Boston Fish Market Association in the 1910s and is listed in the National Historic Register and Massachusetts Historic Commission (https://mhc-macris.net/details?mhcid=BOS.9252). Boston Register of 1922 lists occupants (https://archive.org/details/bostonregisterbu1922bost/ )   Location is approximately where Jimmy's Harborside Restaurant was.  Suffolk Registry has various unindexed plans showing plans for modifications.  Various directories and trade publications mention a John Delay who was a florist with a site at Union Train Station (now South Station).,Suffolk Unindexed Plans Bk/Pg: 5532/573 and 5596/634,1,,1,42 x 18,Blueprint,,1 sheet ; 42 x 18 in.,,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_South Easton-001,"South Easton, MA","Simpson Spring Co., South Easton, Mass. Proposed Alterations to Spring.", ,1915-09,[September 1915],1915,"Robert S. Weston, Consulting Sanitary Engineer",,Simpson Spring Co.,,1 in = 1 ft,42.035542,-71.0815,719 Washington Street,Plan and sectional elevation. Appears to detail access via steps to a spring.,"Company is among oldest independent bottlers of non-alcoholic beverages left in the United States, founded in 1878 by Frederick Howard. See http://archive.boston.com/news/local/articles/2011/04/14/simpson_spring_bottling_plant_in_easton_survives_as_vintage_operation/  The company is profiled in the 1888 panoramic map of South Easton in the Leventhal map collection: https://collections.leventhalmap.org/search/commonwealth:x633ff328  Robert Spurr Weston (1869 – 1943) was a sanitary engineer who founded the engineering firm of Weston & Sampson (https://www.westonandsampson.com/), an MIT professor, and active in many professional organizations.",,1,,1,35.5 x 24,Blueprint,Backed. Fold creases. ,"1 sheet : blueprint ; 35.5 x 24 in., backed",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-001,"Stoughton, MA","A Plan of the Real Estate of The Stoughton Mills in Stoughton Containing 363,620 Square Feet",Survey,1903-05-01,5/1/1903,1903,Frederic Endicott,,"Stoughton Mills, Luther Southworth","Albert J.C. Porter, Walter B. Goodenow, James Duffy, Timothy Golden, Ann J. Southworth",1 in = 50 ft,42.131458,-71.1215653,1557 Central Street,"Plan showing multiple lots, 8 buildings, and a pond.","Plan is referenced in Norfolk LC Certificate #72.  Lemuel H. Southworth completed multiple real estate transactions in Norfolk between 1880s and 1910s.  Per various documents in Google Books, family had mills near Steep Hill Brook, which crosses Cental Street at R.R. Southworth owned mills for yarn, cotton, iron. Lemuel had grain business, saw mill, general store (http://www.stoughtonhistory.com/news1905.htm) Family goes back to early 19th century. 1911 Tax Poll shows that a Southworth lived at No. 1557 Central.",Norfolk LC Certificate #72,1,,1, 21 x 20,Blueprint,Backed,"1 sheet, blueprint ; 21 x 20 in.",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-002,"Stoughton, MA",Plan of Land of Panther Rubber Co.,Survey,1917-01-01,1/1/1917,1917,C.V. Reynolds,,Panther Rubber Co.,,1 in = 30 ft,42.12799,-71.10066,666 Washington Street (Rte. 138). At Crescent & Monk St. ?Brick Mill.,Plan showing multiple lots and buildings.,"Norfolk Doc. #1880-265 (screen 2) Petition for Partition references 4 lots involving the Estate of William Berstein (who filed Panther patent - https://patents.google.com/patent/US1465775); includes reference to plan by Endicott.  See also Norfolk documents for Frank Berstein.  Registry documents many transactions with Panther and founders Bernstein [Berenstein]. Deeds Include references to plans by Endicott, C.V. Reynolds, and others. Panther Rubber (PANCO) later became American Biltrite Rubber Company  (https://www.american-biltrite.com/us_en/about-us/history/); was one of several rubber companies in the town. ",Norfolk Deed Bk/Pg: 1880-265,1,,1,13 x 13,Blueprint,Backed. Part missing.,"1 sheet, blueprint, approx. 13 x 13 in.",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-003,"Stoughton, MA",Plan showing proposed location of right of way for Edison Electric Illuminating Co. of Boston over land of Frederick Rasmussen in Stoughton,Survey,1922-04-06,4/6/1922,1922,"F.H. Fowle, Engineer",,Frederick Rasmussen,"Almon Pitcher, Elisha Capen, Abner Tilden, Mary F. Swan, others",1 in = 200 ft,42.124251,-71.101681,Between Pearl and Washington (opp Pine Street).,Plan with three lots showing lines for location of proposed right of way and outline of several buildings.,"Per registry of Deeds, relates to transaction between Rasmussen and NE Tel over right of way for a pole.  ",Norfolk Plan #D1521-32,1,,1,25 x 17,Blueprint,,"1 sheet, blueprint, 25 x 17",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-004,"Stoughton, MA",Plan of Land in Stoughton Surveyed for John Walker,Survey,1921-01-02,1/2/1921,1921,"Hayward & Hayward, Surveyors",, John Walker,Bernard Specter; Anthony Borcas; Lois M. Clapp; Annie Klim; Eliza J. W. Drake; Edna M. Drake; Asahel Drak; Patrick H. Meehan; Mary A. Reid; Thomas Corbett; Mary J. Howard,1 in = 40 ft,42.12813,-71.10883,Intersection of Clapp and Adams Street,"Plan showing multiple lots. Includes a table titled ""Class C"", featuring dimensions and bearings. Note on drawing: copy of plan in possession of Mrs. Edgar F. Drake, Sharon, Mass",Hayward & Hayward did numerous surveys that are filed with Norfolk County.,Norfolk LC Certificate #6606,1,,1,18.5 x 24,Blueprint,,"1 sheet, blueprint, approx. 18.5 x 24 in.",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-005,"Stoughton, MA","Plan of Land in Stoughton, MA made for land court registation",Survey,1926-01-26,1/26/1926,1926,Robert B. Bellamy,,,"McClurg, Town of Stoughton",1 in = 20 ft,42.135898,-71.113691,At intersection of Commercial and Station Streets,Plan showing lot with outline of house and barn. Note indicates that the lots were part of a plan of Norfolk Park.,"Norfolk Registry Plan #74-3596 dated 1899 was filed in 1915; shows subdivision titled Norfolk Park bounded by Central and Pearl Streets, encompassing Commercial and Station Streets.  See other surveys for Pearl Street.",Norfolk  Plan #74-3596,1,,1,24 x 19,Blueprint,,"1 sheet, blueprint, 24 x 19",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-006,"Stoughton, MA","Plan of a Right of Way over the Property of James A. and Katherine A. Nugent. Stoughton, Mass. As laid down in decree of the Superior Court No. 24,230. Surveyed and Staked out by Robert B. Bellamy, Civ. Eng.",Survey,1933-10-04,10/4/1933,1933,Robert B. Bellamy,,James A. and Katherine A. Nugent,Edward K. Standish; Ottavio Galasso; Robert Swan,1 in = 10 ft,42.122848,-71.099259,93 Walnut Street; Park Street,"Lot plan showing right of way, outline of house and former barn. Subtitle says ""As laid down in degree of the Superior Court No. 24230 [Nellie K. Standish vs. James A. Nugent] surveyed and staked-out by Robert B. Bellamy, Civ. Eng.  ",Norfolk County of Deeds shows Standish v. Nugent (Bk/Pg. 2018-94 and 1614-565)  Per Ancestry.com had property at 85 Walnut; listed as a bookkeeper. ,Norfolk Deed Bk/Pg: 2018/94/Sheet 2,1,,1,12 x 20,Brownline on trace or vellum,,"1 sheet, trace/vellum, approx. 12 x 20 in.",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-007,"Stoughton, MA","Plan of a Right of Way over the Property of James A. and Katherine A. Nugent. Stoughton, Mass. As laid down in decree of the Superior Court No. 24,230. Surveyed and Staked out by Robert B. Bellamy, Civ. Eng.",Survey,1933-10-04,10/4/1933,1933,Robert B. Bellamy,,James A. and Katherine A. Nugent,Edward K. Standish; Ottavio Galasso; Robert Swan,1 in = 10 ft,42.122848,-71.099259,93 Walnut Street; Park Street,See Stoughton-006 for original.,,,1,,1,12 x 20,Blueprint,,"1 sheet, blueprint, approx. 12 x 20 in.",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-008,"Stoughton, MA","Plan of a Right of Way over the Property of James A. and Katherine A. Nugent. Stoughton, Mass. As laid down in decree of the Superior Court No. 24,230. Surveyed and Staked out by Robert B. Bellamy, Civ. Eng. 25 Eldon St. Dorchester, Mass. Oct. 4, 1933. Scale 10 ft to 1 inch.",Survey,1933-10-04,10/4/1933,1933,Robert B. Bellamy,,James A. and Katherine A. Nugent,Edward K. Standish; Ottavio Galasso; Robert Swan,1 in = 10 ft,42.122848,-71.099259,93 Walnut Street; Park Street,See Stoughton-006 for original. Duplicate blueprint of Stoughton-007.,,,1,,1,12 x 20,Blueprint, One corner torn off.,"1 sheet, blueprint, approx. 12 x 20 in.",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-009,"Stoughton, MA","Plan of Two Lots in Stoughton, Mass. for Registration in the Land Court.",Survey,1945-04-08,4/8/1945,1945,Robert B. Bellamy,,,Sam Maraglia; Vincenzo and Cotilda Ruggiero; Edward J. Walker; James J. Reid; Stanley and Leona A. Burba,1 in = 30 ft,42.128870,-71.105890,140 and 147 Pearl Street near Faxon,Plan showing two lots with outline of houses.," Per Stoughton City Directories, Maraglias lived at 50 Pearl",,1,,1,24 x 18,Blueprint,,"1 sheet, blueprint, approx. 24 x 18 in.",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-010,"Stoughton, MA","Plan of Land in Stoughton, Mass. Property of Gertrude H. Belcher.",Survey,1944-11-03,11/3/1944,1944,Robert B. Bellamy,,Gertrude H. Belcher,"Boston & Providence R.R. Stoughton Branch, Stoughton Gas & Electric, Loring, Webster Smith",1 in = 40 ft,42.12487518,-71.1037425,4-6 Porter Street; 26 Rose Street. At the intersection of Porter and Rose Streets. ,Property shows outline of small factory. ,"Norfolk Reg. plan  #78-3774 shows that Belcher had property between Rose Street and Railroad. Gertrude Belcher was the only child of George Belcher (http://www.stoughtonhistory.com/gebelcher.htm), a manufacturer who owned considerable land in Stoughton.  The George E. Belcher Last Company was known for its shoe stretchers [patented design]. Bellamy and other surveyors did numerous surveys recorded in the Norfolk Registry for the Belchers.",Norfolk Plan Bk/Pg: 78-3774  (Plan #:1984-358),1,,1, 18 x 10,Blueprint,Backed,"1 sheet, blueprint, 18 x 10 in",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Stoughton-011,"Stoughton, MA",Plan of Land in Stoughton,Survey,1948-06-15,6/15/1948,1948,Walter G. Pratt,,,"Clarence D. Croft, Bertha Croft; William H. Murphy, Helen Murphy; Frieda H. Wade; William T. Wood, Beryl M. Wood",1 in = 30 ft,42.123047,-71.090426,75 Broadway; Park Street; Prospect Street,"Plan showing lots 10, 11, 13, with building outlines.","Pratt did multiple surveys for Stoughton that available in Norfolk Registry. Plan filed in Norfolk Land Court for Herbert and Mary Lindelof, petitioners.   The lots on this plan appear in Plans #D0646-261 and #D0894-314, which shows 1880s original subdivision plans ""Joshua Britton's subdivision"".",Norfolk LC Certificate #52017 (LC Plan 21677-A); Bk/Pg: D0894-314 (Plan #:1987-781); Bk/Pg: D0646-261 (Plan #:1967-369),1,,1,24 x 18,Blueprint,,"1 sheet, approx. 24 x 18 in.",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Swampscott-001,"Swampscott, MA","House Lots, Swampscott Mass. Owned by E.R. Grabow Co. ",Survey,1913-06-01,6/1/1913,1913,John N. McClintock,,Edward R. Grabow Company,Town of Swampscott; Morse; Blanchard; Chapman,,42.46647501,-70.90265602,Humphrey St.; Puritan Road (Orient Court); Sculpton Way; Marshall.,Subdivision plan showing 38 numbered lots and planned street. Penciled-in field notes.,"Essex South Registry shows plans for Grabow done by W W Pratt for Humphrey and Orient court as well as engineering layouts and plans for layouts for exchanges of land between Grabow Co. and Town of Swampscott.  A comparison of Lynn Atlases for 1905 and 1924 shows that Orient probably now is Puritan Road and Orient Court is Sculpton Way.  New Ocean House was one of the first luxury seaside resorts in MA, since demolished (https://en.wikipedia.org/wiki/The_New_Ocean_House; it was by Grabow and Ainslie who purchased it in 1902 and then expanded it in 1917.  Images of the hotel are featured in the Boston Public Library's Tichnor Brothers Postcard Collection.",Southern Essex Bk/Pg: 2339/212; Bk/Pg: 2252/242; Bk/Pg: 2363/108; Plan Bk/Pg: 30/14 ,1,,1,25.5 x 22,Vellum,,1 sheet 25 1/2 x 22 in,,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Tewksbury-001-A,"Tewksbury, MA","E.O. Howard's Lot. Tewksbury - Survey [Note Book No. 18 sheets 123 & 124. Computing Book 50 sheets 29, 30 - Box 8]",Survey,1933-10-21,10/21/1933,1933,Robert B. Bellamy,,E.O. Howard ,"M.H. Fritz, E. O.  Howard",1 in = 60 ft,42.604368,-71.258477,Marston Street; Whipple Street,Preliminary lot plan with notations and dimensions. ,"Final version filed in N. Middlesex Deeds re sale by Mahlon Fritz.  Sale recorded 7/10/31 as being at Marston, Chapman, and Whipple Road.",Northern Middlesex Plan Bk/Pg: 57/57; Deed Bk/Pg: 803/500,1,,2,16 x 15,Kraft paper,,"1 sheet, approx. 16 x 15 in.",,,,,,,,,,,,,,,,,,,
24,Massachusetts - Somerville  - Tyngsboro,Severy_Tewksbury-001-B,"Scituate, MA","[Plan of Land in Scituate, Mass.]",Survey,1931-06-03,6/3/1931,1931,Robert B. Bellamy,,Edith Florence Wenderoth,,1 in = 10 ft,42.205028,-70.737998,,"Schematic plan of 2,091 sf lot. Note says: Surveyed June 3, 1931 and delivered to Gregory W. Grover June 4, 1931, but have no copy [filed Box No. 8]","Surveyor is unclear whether owner is Wenderhoff or Wenderoth but Plymouth Registry of Deeds shows reference to plan referencing transactions between Wenderoth and Sarah P. Ellis over land on Ticknor Hill off Willow Street.  A plan dated 6/3/1931 by Bellamy is titled ""Plan of Land in Scituate, Mass."" for Ruth  Dwyer.   Ancestry.com shows that Edith Wonderhoff lived at Tichnor Court.",Plymouth Plan Bk/Pg:  00005/64/p 2,1,,2,16 x 15,Kraft paper,Frayed.,"1 sheet, approx. 16 x 15 in.",,,,,,,,,,,,,,,,,,,
