identifier,city_town,survey_title,date,auction_date,property_owner,neighbors,streets,notes,background_notes,related_registry_doc,surveyor,publisher,auctioneer,surveyor_no,scale,latitude,longitude,no_sheets,panels,sides,dimensions_in,form_genre,material,condition_notes
Perkins_15_17,"Boston, MA",Plan of House Lots showing Subdivision of Lot 609 according to plan recorded Lib. 1589 Fol. 210 with additions showing Owners Names to date.,1887-04-01,,"Adams, Mary C.; Conant, George M.; Conant, Mary F.; Dexter, F. Gordon; Easton, Fergus A.; Hadley, L.M.C.; McCandlish, Elizabeth; Ranney, Lizzie A.; Robinson, D.C.; Sawyer, Charles A.; Thomson, F.A.; White, Ralph H.; Winslow, Eva ",Boston & Providence Railroad,Berwick Park [Braddock]; Carlton Street; Follen Street; St. Botolph Street; West Newton Street,"Subdivision plan showing 27 numbered lots with sf and dimensions and a 12 ft wide passway. Lots 1 thru 12 are shown with building footprints. Center of block contains note indicating ""Reserved Space.""  Displays outline of 10 lots on adjacent block (No. 610).",See Fuller & Whitney folder (https://archives.bpl.org/repositories/2/archival_objects/66218) for other plans done for this block.  Block numbers refer to numbering systems used by Fuller & Whitney's Back Bay Improvements plans.,Suffolk Unindexed Plan Bk/Pg 1589/210,"Whitney, William H.",,,975,1 in = 30 ft,42.34457911,-71.07988154,1,,1,14 x 16.5,Survey Plan,Ink on vellum,Discoloration. Edge damage.
Perkins_15_18_A_E,"Boston, MA",Statement of McMillan and Moore's title to lots on Baldwin and Water Streets [Sheet 1 of 5],1883-03-22,,"Crafts & Hathway; Francis, E.; McGillen; Sears, David; Treadwell, D.",,Francis Street [Discontinued]; Parker Street [Discontinued]; Massachusetts Avenue,Multipage document featuring 5 sheets of two-column handwritten text. The right column of Sheet A shows a subdivision plan of 90 numbered lots divided by 50-foot wide street (the plan is based on a 1833 survey by Alex Wadsworth of land at Gravelly Point in Roxbury). Left side contains handwritten narrative related to land transactions between 1822 and 1870s.,"Gravelly Point is at the intersection of Commonwealth and Massachusetts Avenue.  The document may relate to surveyors' work on the landfill of Boston Back Bay, which involved negotiations between Francis, Sears, Mill Dam Foundry, and other parties. Does not reflect current layout of street names.  The document summarizes land transactions related to land originally owned by Mill Dam Proprietors; references multiple deeds in both the Norfolk and Suffolk registries.",Norfolk Plan Bk/Pg D0100-146,Fuller & Whitney,,,"981,982, 983, 984, 985",1 in = 200 ft,42.33207,-71.09743,5,,1,15 x 17.5,Survey Plan / Statement,Ink on vellum,
Perkins_15_19,"Boston, MA",[Untitled - St. Botolph Street and West Chester Park],Not dated,,,Boston & Providence Railroad,Albemarle Street; Blackwood Street; Camden Street; Columbus Avenue; Northampton Street; St. Botolph Street; Wellington Street; West Chester Park [Massachusetts Avenue],Preliminary subdivision plan showing multiple blocks of lots in schematic fashion.,"See Fuller & Whitney folder (https://archives.bpl.org/repositories/2/archival_objects/66218) for more developed versions of this location, which were part of the Fuller & Whitney Huntington Avenue Plans package.",,(Fuller & Whitney),,,991,Not provided,42.34224114,-71.08400725,1,,1,15 x 17.5,Survey Plan,Ink on vellum,
Perkins_15_20,"Boston, MA",[Untitled - Massachusetts Avenue and Boylston Street},1896-10-21 (1896-11-06),,,"Boston & Albany Railroad; Dexter, Franklin",Boylston Street; Massachusetts Avenue,Plan showing one block containing two lots with dimensions and sf as well two abutting passageways with centerlines drawn.  Blocks are outlined with red. Survey dates are contained in engineering stamp.,"See Fuller & Whitney folder (https://archives.bpl.org/repositories/2/archival_objects/66218) for more developed versions of this location, which was labelled as lot 64 on the Back Bay Improvements plans. The easternmost section of the site housed The Windemere, a retail and apartment building.",,"Whitney, William H.",,,1900,1 in = 50 ft,42.34739041,-71.08792613,1,,1,15 x 14.5,Survey Plan,Ink on vellum,
Perkins_15_21,"Boston, MA",[Untitled - Dalton Street between Belvidere and Norway Streets],1897-09-27,,"Multiple; includes Bangs, E.A.; Bowker, S. H.; Brooks, S.; Campbell; Green, J.; Mathews, Nathan; Saltonstall, R. M.; Stevens, T. W.; White, T. R.",,Belvidere Street; Dalton Street; Dundee Street; Falmouth Street; Massachusetts Avenue; Norway Street [Clear Way Street]; Saint Germain Street,"Subdivision plans showing owners' names, lot s/f, and dimensions. Indicates name of buyers of sold plots.",See Fuller & Whitney folder (https://archives.bpl.org/repositories/2/archival_objects/66218) for other versions of the plan.,,"Whitney, William H.",,,1975,1 in = 60 ft,42.3468423,-71.0852412,1,,1,16 x 20,Survey Plan,Ink on vellum,
Perkins_15_22_A_B,"Boston, MA",[Untitled - Statement on Park boundary at Audubon Road],1899-07-15,,,,Audubon Road [Park Drive]; Boylston Street; Jersey Street; Peterborough Street; Queensberry Street,"4-page (on 2 two-page spreads) report document fixing the Back Bay Park boundary line from a point on Boylston Street to the edge of the Boston Water Power land.  Includes street layout plan with locations of 17 stakes lettered A thru Q alongside detials of each stake's location relative to Audubon or Boylston Roads. Includes description of staking process and background of establishing road boundary as part of Back Bay Park improvements; focuses on boundary stake markings laid out by Thomas Doane, Parks superintendent, in 1877-1878, as well as work Whitney did in 1882.",,,"Whitney, William H.",,,2057,1 in = 200 ft,42.34369515,-71.09742115,2,,1,18 x 14.5,Survey Plan / Statement,Ink on vellum,
Perkins_15_23,"Boston, MA",Plan No. 7 showing a portion of the land and flats belonging to the Boston Water Power Co. situated within the limits of a Proposed Public Park on the Back Bay.,1878-05-23 (Copied 1898-08-05),,Boston Water Power Company,"Aspinwall, William",Park Drive,"Plan showing 100,928 sf lot alongside boundary of Back Bay Park and ""creek.""  Plan is labelled ""supplement"" and indicates that it is a ""true copy"" of plan filed with City of Boston showing 11 parcels of land and sum paid. Appears to be based on 1878 plan but document is certified on 1898-08-05.","References section of land owned by Boston Water Power at what is now Park Drive, formerly boundary of ""Back Bay Park.""",,Fuller & Whitney,,,1990.2,1 in = 100 ft,42.34358989,-71.09454468,1,,1,12.5 x 15.5,Survey Plan,Ink on vellum,Edge damage.
Perkins_15_24,"Boston, MA",[Untitled - 15 Beacon Street and Freeman Place],1898-05-19,,,"Eldridge, Elizabeth T.; Freeman Place Chapel",13-15 Beacon Street; Freeman Place [Defunct],"Plot plan showing outline, hatched in red pencil, of four-story brick dwelling backed by two-story brick ell and yard, gate,  and right of way to Freeman Place Chapel. Displays sf and dimensions midline of wall with adjacent building. Dotted line shows bridge across Freeman Place. Notation says: Restricted - see deed Rec. Suff. 574-73.  Also that Chapel is ""now a book store.""",See Fuller & Whitney folder (https://archives.bpl.org/repositories/2/archival_objects/66218) for other version of the plan.,,"Whitney, William H.",,,1994,1 in = 10 ft,42.35827191,-71.06197245,1,,1,10 x 17,Survey Plan,Ink on vellum,Crimping.
Perkins_15_25,"Boston, MA",[Untitled - Fellows Street; Harrison Avenue; Hunneman Street; Webber Street,1898-04-11,,,,Fellows Street [Defunct]; Harrison Avenue; Hunneman Street [Malnea Cass Boulevard]; Webber Street [Defunct],Preliminary plan showing one blank block with draft placeholder are for a Scheme Number entry.,,,"Whitney, William H.",,,2008 - 2012,1 in = 30 ft,42.33161825,-71.07936475,1,,1,17.5 x 18.5,Survey Plan,Ink on vellum,
Perkins_15_26,"Boston, MA","Plan of Oak Hall Estate, compiled Aug. 5, 1898 by W.H. Whitney from a plan marked as follows.",1880-12-08 (Copied 1898-08-05),,"Simmons, George W.","Bay State Real Estate Association; Spring, J.P.; Tirrell, heirs of; ",Creek Square; 32 North Street; Scott Alley,"Plot plan of single 6,635 sf lot with boundaries outlined in red and showing sf and dimensions as well as common passageway.  Plan subtitled indicates Whitney added additional information to original Wadsworth survey. Note says ""4 negatives.""  Decorative title and border.","Oak Hall was a well-known men's clothing factory, owned by George W. Simmons, and often listed as the oldest clothing business in the city.",,"Wadsworth, Alexander (Copied by Whitney, William H.)",,,2014,1 in = 20 ft,42.36069408,-71.05614245,1,,1,8.5 x 13,Survey Plan,Ink on vellum,
Perkins_15_27,"Boston, MA","[Untitled - Fenway, Hemenway Street, Huntington Entrance]",1895-08-20 (Copied 1898-09-26),,Fenway Land Company,,Fenway; Hemenway Street; Huntington Entrance [Forsythe Way],"Plot plan of single 8,445 sf lot with dimensions and sf.  References line shown on plan dated 1893-02-14.",,Suffolk Unindexed Plan Bk/Pg 2112/263,"Whitney, William H.",,,2016,1 in = 40 ft,42.34014008,-71.09301321,1,,1,11.5 x 15,Survey Plan,Ink on vellum,
Perkins_15_28,"Roxbury (Boston, MA)",Plan of Cox Buildings,1870-10-25 (Copied 1898-10-13),,"Cox, George D.","Pierce, G.W.",Bartlett Street; Dudley Street; [John Eliot Square],Plan showing 6 lots with dimensions and sf abutting a 4 ft wide passageway. 5 lots are grouped into 2 sets outlined by pink borders.  Subtitle indicates is a copy done by W.H. Whitney of a plan recorded in the Suffolk registry.,The Cox Building is a historic landmark that originally housed retail and offices.,Suffolk Unindexed Deed Bk/Pg 1027/3; Plan #1027/3,"Moses, H.H. (Copied by Whitney, William H.)",,,2017,1 in = 10 ft,42.32949674,-71.08998943,1,,1,18.5 x 13,Survey Plan,Ink on vellum,
Perkins_15_29,"Boston, MA",[Untitled - Washington Street near Bumstead Court and Haymarket],1898-10-17,,,"Brown, John L.; Gibbons; Rupp, Francis, heirs",Bumstead Court; Gibbon Court [Defunct]; Haymarket Place [Defunct]; 601 - 632 Washington Street,"Plan showing 3,996 sf lot with dimensions and outline of five story brick building.  Lot is outlined in red and centerlines of connecting walls detailed.  Also shows outlines and features of adjacent buildings.",,,"Whitney, William H.",,,2018,1 in = 20 ft,42.35264455,-71.06260703,1,,1,14 x 17.5,Survey Plan,Ink on vellum,
Perkins_15_30,"Boston, MA",Copy of Plan of Land in Boston belonging to the Newburyport Five Center Savings Bank,1887-04-01 (Copied 1898-10-28),,Newburyport Five Cent Savings Bank,"Boston, City of",Conant Street [Horadon Way]; Huntington Avenue; Longwood Avenue; Wigglesworth Street; Worthington Street,"Subdivision plan showing 30 numbered lots spread over 5 blocks. Displays dimensions and sf.  One lot has been labelled ""Sold to City of Boston."" Another indicates that the lot numbers correspond with those on a plan by David Granger & Son, as recorded with Suffolk Deeds and that lots marked with an asterisk are for sale. Decorative border and title.",,Suffolk Unindexed Plan Bk/Pg 1601/999,"Briggs, Luther (Copied by Whitney, William H.)","Meisel Brothers, lithographer",,2020,1 in = 50 ft,42.33531506,-71.10225053,1,,1,22 x 16,Auctioneer Plan,Ink on vellum,
Perkins_15_31,"Boston, MA","[Untitled - Beacon Street, Medfield Street, St Mary Street]",1899-03-31 (Copied 1899-08-14),,,,"Beacon Street, Medfield Street, St Mary Street","Subdivision plan showing 11 numbered lots with dimenions, sf, and building footprints.",,,"Whitney, William H.",,,2030,1 in = 30 ft,42.34593949,-71.10650103,2,,1,12 x 16.5,Survey Plan,Ink on vellum,
Perkins_15_32_A_F,"Boston, MA",[Untitled - Plans for Back Bay Park/Fens/Longwood Park Area],1901-11-26; 1901-12-09,,Boston Water Power Company,"Aspinwall Land Company; Brown, Rufus H.; Binney, W.G.; Equitable Land Company; Francis, Ebenezer, estate of; Harvard College, president and fellows of; Rice, Nehemiah; Tappen, William A.; Warren, Winslow, trustee; Weld Estate, trustees; ",Audubon Road [Park Drive]; Jersey Street; Kilmarnock Street; Queensberry Street; Worthington Street,6-sheet set of block subdivision layouts for land. Lots are numbered and display dimensions and sf.  New proposed streets are numbered Sheets and blocks reflect a letter-based designation system.,"Appears to be plans for street layouts at the intersection of the former ""Longwood Entrance"" and Fens area, now Park Drive and Lost Emerald Necklace.  The sheet and block references relate to a 1901 plan titled: Block Index Plan Showing land of B.W.P. Co. Trustees (the Boston Water Power Co. was selling off its last remaining lots at this time); https://search.worldcat.org/title/1370015835. Per urban atlases, proposed streets were considered but never built as shown on these plans.",,"Whitney, William H.",,,2192,1 in = 60 ft; 1 in = 80 ft,42.34049715,-71.1000593,6,,1,12.5 x 8.5,Survey Plan,Ink on vellum,Discoloration.
Perkins_15_33,,[Untitled - Plan and sections of sub-basement - Drawing 55],Not dated,,,,,"Blueprint of drawing showing floor plan, elevations, and sections of a basement floor.  Notes such as are legible indicate site is existing and work involves refacing of existing walls and iron columns. Includes note in red pencil. Print is folded in half and sides are taped together. Verso is marked: A #1 - Original tracings. ",The blueprint was used as a storage container for the other drawings in this folder.,,,,,315-1030,,,,1,,1,30.5 x 43,Engineering Drawing,Blueprint,Discoloration. Edge damage. Folds. Stored in plastic sleeve.
Perkins_16_1,"Boston, MA",Plan of Estates affected by the Extension of Huntington Avenue [Drawing F],1883-01-01 (Corrected 1887-04-01),,"Boston, City of; Bowditch, Johnathan I.; Browne, Edward I.; Cotting, C.U.; Davenport; Davenport, J.H.; Donaldson, Mary E.; Ellis, Alice M.; Emory, Caleb S.; Folsom, Abraham; Francis, Ebenezer, estate of; Geiger, A.; Jones; Kilroy; Kimball, A.; Kittredge, F.W.; Kittredge, William; Lennard, Nancy; Mansur, Henry W.; McCormick, Matthew; Newburyport 5 cent Savings Bank; Pope, Graham; Reddish, T.; Roberts, H.O.; Roberts, John N.; Rogers, P.N.; Stickney, Samuel W.; Stockton, Howard; Stults, John V.N.; Thompson, Edward; Thompson, James D.; Ward, Francis J.; Whittemore, Benjamin F.; Woods, H.T.",,Bumstead Lane [St. Alphonse Street]; Conant Street [Defunct]; Francis Street; Huntington Avenue; Longwood Avenue; Tremont Entrance [Defunct; Evans Way]; Tremont Street; Vancouver Street; Ward Street; Whitney Street; Wigglesworth Street,"Plan showing multiple blocks of lots with owner names, selected dimensions and sf.  Building outlines are hatched.  Notations indicate that owners were updated between 1883 and 1887 and ""East of Longwood are correct to date.""",,,"Whitney, William H.",,,315,1 in = 100 ft,42.33531612,-71.1017969,1,2,1,28 x 8,Survey Plan,Ink on vellum,Split in half. Discoloration. Stored in Permalife file folder insert.
Perkins_16_2_A_E,"Boston, MA",[Untitled - Marlborough Street - 5 Overlays],1884-11-26,,,,Marlborough Street,"Overlays of schemes of extension of Marlborough Street from West Chester Park [Massachusetts Avenue] to Ipswich [Charlesgate East].  Plans are numbered 1, 2, 3, 5 (2 copies of plan 5).  Each overlay displays street and alley layouts, lot outlines, and typical dimensions.  Plan 5 shows dimensions and sf for all lots as well as abutters.  The overlays are intended to be used with Plan # Perkins_16_3.",Marlborough Street was extended between 1882 and 1885.  See https://archives.bpl.org/repositories/2/archival_objects/66218 for other plans related to this block.,,"Whitney, William H.",,,962,1 in = 100 ft,42.34879536,-71.09236528,5,,1,8 x 5.5,Survey Plan,Ink on vellum,Stored in Permalife folder insert.
Perkins_16_3,"Boston, MA",[Untitled - Marlborough Street - Beacon Entrance to Back Bay - Underlayment],1884-11-26,,,,Commonwealth Avenue; Charles River; Beacon Entrance to Back Bay Park [Charlesgate]; Ipswich Street [Charlesgate East]; Jersey Street [Charlesgate West]; Newbury Street; West Newbury Street,Street plan showing tentative location with dashed lines of Marlborough Street extension.  Bodies of water are outlined in red.,The plan is the base for the overlays in Perkins 16_2.  See  https://archives.bpl.org/repositories/2/archival_objects/66218  for other plans related to this block.,,"Whitney, William H.",,,962,1 in = 100 ft,42.34879536,-71.09236528,1,,1,16 x 14,Survey Plan,Ink on vellum,
Perkins_16_4_A_F,"Boston, MA",[Untitled - Dartmouth Street and Huntington Avenue -6 Overlays],1883-05-26,,,,,"Overlays of schemes of lot between Dartmouth Street and Huntington Avenue. Overlays are numbered 1 through 6.  Each overlay displays street and alley layouts, lot outlines, and typical dimensions as well as % calculations for waste in streets and passageways.  Plan 5 and 6 contain variants on note: ""Showing laying out of plan No. 1 [No. 2] modified by proposed exchange with B&A RR according to red line [blue line] shown on plan dated May 26, 1883."" The overlays are intended to be used with Plan # Perkins_16_5.",,,Fuller & Whitney,,,"965-968, 1017-1018",1 in = 100 ft,42.3464256,-71.07770309,6,,1,11 x 6,Survey Plan,Ink on vellum,Stored in Permalife folder insert.
Perkins_16_5,"Boston, MA",[Untitled - Dartmouth Street and Huntington Avenue - Underlayment],1883-05-26,,,Boston & Albany Railroad; Boston & Providence Railroad; Hotel Huntington; Hotel Oxford; Institute of Fine Arts; Massachusetts Charitable Mechanics Association; Title Company.,Buckingham Street; Copley Square; Dartmouth Street; Exeter Street; Harcourt Street; Harwich Street; Holyoke Street; Huntington Avenue; Leighton Park; St. Botolph Street; St. James Avenue; Truro Street; West Canton Street; Yarmouth Street [Yarmouth Square],"Street plan showing multiple blocks of lots and abutters. Includes penciled notations about sf and note that ""areas are apprpoximate."" Bridge at the intersection of railroad lines and Dartmouth Street conveyed by hatched lines. Abutters include stables, tennis court, and engine house.",The plan is the base for the overlays in Perkins 16_5.  See https://archives.bpl.org/repositories/2/archival_objects/66218 for other plans related to this area.,,Fuller & Whitney,,,965-968,1 in = 100 ft,42.3464256,-71.07770309,1,,1,17 x 15,Survey Plan,Ink on vellum,
Perkins_16_6,"Boston, MA",[Untitled - Subdivision Layout],Not dated,,,,,Barely legible brownline of street layout showing multiple blocks of lots.  Appears to be a reverse print.,,,,,,1018,1 in = 100 ft,,,1,,1,14.5 x 15,Survey Plan,Brownline on manilla,Discoloration. Edge damage.
Perkins_16_7_A_D,"Boston, MA",[Untitled - Dalton Street - Plan and Three Overlays],Not dated,,,"Boston, City of; Boston & Albany Railroad; Boston Water Power Co.; Brooks, B.F.; Gray, William; Speare, Alden",Boylston Street; Dalton Street; Falmouth Street [Defunct]; Gloucester Street; Hereford Street; Huntington Avenue; West Newton Street [Belvidere Street],Overlays of three schemes as well as underlying street plan for multiple blocks of lots.  Dashed line on plan shows proposed extension of what is now Belvidere Street. Title for Plan No. 2 has been separated from overly.,,,,,,"990, 992, 994",1 in = 100 ft,42.34615004,-71.08482555,4,,1,14 x 17,Survey Plan,Ink on vellum,Discoloration. Edge damage. Stored in Permalife folder insert.
Perkins_16_8_A_H,"Boston, MA","[Untitled - Parker Street, West Chester Park, and Westland Avenue - Plan and 7 Overlays]",Not dated,,,"Boston Water Power Company; Brooks, B.F.; Moore; Kilham, Albert D.; Lyman & Russell; McGillen; Mercantile Land Company; Park Enk. Lands; Snelling, S.G.; Stone, Moulton and Simpson; Storage Warehouse Company",Astor Street [Burbank Street]; Parker Street [Hemenway Street]; West Chester Park [Massachusetts Avenue]; Westland Avenue,Overlays of three schemes as well as underlying plan.  Two of the schemes each have two additional partial overlays.  Some abutters names are provided. Streets are drawn in dashed lines.  Also includes a very faded brownline or other reproduction of base plan.,,,,,,"990, 992, 994, 995",1 in = 100 ft,42.34531222,-71.08859262,9,,1,17.5 x 15.5,Survey Plan,Ink on vellum,Discoloration. Stored in Permalife folder insert.
Perkins_16_9_A_C,"Boston, MA","[Untitled - Huntington Avenue, Parker Street, and Rogers Street - Plan and 2 Overlays]",Not dated,,,"Boston Water Power Company; Cole, Malcolm B.; Drew,Hannah  H.; Easton, James A.; Edwards, James; Elliot Land Company; Jacobs, G.E.; Mercantile Land Company; Moore, Ira L.; New England Manufacturers and Mechanics Institute Building; Piper, J. Ellery; Sumner, Eben",Huntington Avenue; Parker Street [Hemenway Street]; Rogers Avenue [Forsythe Street],Overlays of two schemes as well as underlying plan.   Some abutters names are provided. Streets and property divisions on plan are drawn in dashed lines.,,,,,,"991, 993, 995",1 in = 100 ft,42.34059926,-71.09064475,3,,1,15 x 17.5,Survey Plan,Ink on vellum,Discoloration. Stored in Permalife folder insert.
Perkins_16_10_A_K,"Boston, MA",[Untitled - Beacon Street - 11 overlays],1883-12-22,,,,Beacon Street; Brighton Avenue; Brookline Avenue; Commonwealth Avenue; Kenmore Street; Jersey Street; Charles River,"Overlays of 11 schemes (see Perkins_16_11 for underlying plan) for street layout.  Each plan shows multiple lots with passages, rough dimensions and sf. Most plans show waste in streets and passageways expressed as a %, ranging from 25% to 28%.  Some plans show alternative layouts for selected blocks, location of possible sewer lines, or addition of abutting new streets.  Some plans show numbered lots.",The plan is the base for the overlays in Perkins 16_11.  See  https://archives.bpl.org/repositories/2/archival_objects/66218 for other versions of these plans.,,Fuller & Whitney,,,"996-1004, 1007-1008",1 in = 100 ft,42.35012945,-71.0976734,11,,1,15 x 17.5,Survey Plan,Ink on vellum,Stored in Permalife folder insert.
Perkins_16_11,"Boston, MA",[Untitled - Beacon Street and Bay State Road - Underlayment],1883-12-22,,,,Back Bay Park [Charlesgate Park]; [Bay State Road]; Beacon Street; Brighton Avenue [Commonwealth Avenue]; Brookline Avenue; Commonwealth Avenue; [Deerfield Road]  Jersey Street [Charlesgate West]; Kenmore Street; [Raleigh Street]; Charles River,Underlayment plan for schemes in Perkins_16_11.,"See  https://archives.bpl.org/repositories/2/archival_objects/66218 for other versions of these plans (in the Baystate / Deerfield Road group).  This section of the Kenmore Square area is now defined by Charlesgate Park, Bay State Road, and Deerfield Road.",,Fuller & Whitney,,,996,1 in = 100 ft,42.35012945,-71.0976734,1,,1,17.5 x 14.5,Survey Plan,Ink on vellum,Discoloration.
Perkins_16_12_A_F,"Boston, MA","[Untitled - Drisko, Parker, and Rogers Street - 6 overlays]",1883-05-11,,"Boston, City of",,Drisko Street; Huntington Avenue,"Overlays of 6 schemes.  Schemes show blocks of multiple lots with rough dimensions and layouts for new streets and passageways.  Some plans show % amount consumed by streets and passageways.  First scheme shows information on lot ""taken by City for Street, May 12, 1881"" and note referencing what the plans refer to and indicates that plans represent varying methods of laying out the streets.",See  https://archives.bpl.org/repositories/2/archival_objects/66218 for other versions of these plans (in the Parker Street / Rogers Street group). ,,Fuller & Whitney,,,1009 - 1014,1 in = 100 ft,42.33912204,-71.09084359,6,,1,6.5 x 7,Survey Plan,Ink on vellum,Stored in Permalife folder insert.
Perkins_16_13,"Boston, MA","[Untitled - Drisko, Parker, and Rogers Street - Underlayment]",1883-05-11,,,New England Manufacturers and Mechanics Institute Building,Back Bay Park; Courtland Place [Discontinued]; Drisko Street [Discontinued]; Greenleaf Street; Huntington Entrance [Forsythe Way]; Mechanic Street; Parker Street [Fenway]; Rogers Avenue [Forsythe Street]; Russell Street,"Underlayment plan for schemes in Perkins_16_12. Shows broad outlines of neighboring streets as well as 3 blocks of lots, two with building outlines displayed with hatching, and extension of Rogers Avenue.",See  https://archives.bpl.org/repositories/2/archival_objects/66218 for other versions of these plans (in the Parker Street / Rogers Street group). ,,Fuller & Whitney,,,1009,1 in = 100 ft,42.33912204,-71.09084359,1,,1,17 x 14.5,Survey Plan,Ink on vellum,
Perkins_16_14_A_H,"Boston, MA",[Untitled - Boylston Road and Ipswich Street - 8 overlays],1898-01-03,,,New York City and Hartford Railroad,Back Bay Fens [Lost Emerald Necklace]; Boylston Street; Ipswich Street; Massachusetts Avenue; Parker Street [Hemenway Street];,"Overlays of 8 schemes.  Schemes show blocks of multiple lots with rough dimensions and layouts for new streets and passageways.  Some plans show amount of waste in sf and as % of the whole.  Some plans show areas of lots designated as restricted.  Plan No. 8 indicates revised February 24, 1905 and shows layout for what is now the Fenway studios.",See  https://archives.bpl.org/repositories/2/archival_objects/66218 for other versions of these plans (in the Ipswich Street group). ,,"Whitney, William H.",,,1981 - 1987,1 in = 80 ft,42.34712081,-71.08998607,8,,1,13 x 6,Survey Plan,Ink on vellum,Stored in Permalife folder insert.
Perkins_16_15,"Boston, MA",[Untitled - Boylston Road and Ipswich Street - Underlayment],1898-01-03,,,Boston and Albany Railroad; Mass.  Historical Society; O'Reilly Statue,Back Bay Fens [Lost Emerald Necklace]; Boylston Street; Ipswich Street; Massachusetts Avenue; Parker Street [Hemenway Street];,Underlayment plan for schemes in Perkins_16_14. Shows broad outlines of neighboring streets and abutters. Fens riverways outlined in blue.,See  https://archives.bpl.org/repositories/2/archival_objects/66218 for other versions of these plans (in the Ipswich Street group). The O'Reilly Statue is the John Boyle O'Reilly Memorial by Daniel Chester French,,"Whitney, William H.",,,1981 - 1987,1 in = 80 ft,42.34712081,-71.08998607,1,,1,17 x 15,Survey Plan,Ink on vellum,Discoloration. Edge damage.
Perkins_16_16_A_B,"Boston, MA",[Untitled - Boylston Street - 2 overlays],1898-01-03,,"Peabody, Francis, Jr., heirs; Whitney, Susannah, heirs",,Boylston Street,"Overlay in two sections of single scheme showing five lots (three of which are numbered) with dimensions and sf.  Lots straddle property of both owners, reflected by property line.",,,"Whitney, William H.",,,1991,1 in = 40 ft,42.34382583,-71.09994388,2,,1,4.5 x 3.5,Survey Plan,Ink on vellum,Stored in folder insert.
Perkins_16_17,"Boston, MA",[Untitled - Boylston Street - Underlayment],Not dated,,"Peabody, Francis, Jr., heirs; Whitney, Susannah, heirs",,Boylston Street,"Underlayment plan for scheme in Perkins_16_16. Shows broad outlines of two lots with property line and ""line of street through monuments recently set."" ","See plans #1991-3149/1992-3150 in https://archives.bpl.org/repositories/2/archival_objects/66218 for other versions.  Based on ownership shown in urban atlases, plan probably was done in the late 1890s.",,"Whitney, William H.",,,1991,1 in = 40 ft,42.34382583,-71.09994388,1,,1,13.5 x 13.5,Survey Plan,Ink on vellum,
Perkins_16_18,"Boston, MA",[Untitled - Brookline Avenue and Longwood Terrace - 1 overlay],1898-09-13,,,,Brookline Avenue; Longwood Avenue; Longwood Terrace,"Overlay of single scheme showing three numbered lots with dimensions and sf. Two lots are abutted by ""strip added to [Longwood] Terrace.""",,,"Whitney, William H.",,,2021,1 in = 20 ft,42.33890709,-71.10749969,1,,1,12 x 7.5,Survey Plan,Ink on vellum,Stored in Permalife folder insert.
Perkins_16_19,"Boston, MA",[Untitled - Brookline Avenue and Longwood Terrace - Underlayment],1898-09-13 (Copied 1898-10-10),,,"Boston, City of; Forsaith, W.J.",Brookline Avenue; Longwood Avenue; Longwood Terrace,"Underlayment plan for scheme in Perkins_16_18. Shows broad outlines of one 17,430 sf lot with dimensions as well as 50 ft wide passageway and outline of City of Boston's buildings, which includes restricted area.",,,"Whitney, William H.",,,2021,1 in = 20 ft,42.33890709,-71.10749969,1,,1,15 x 15.5,Survey Plan,Ink on vellum,Discoloration.
Perkins_18_1,"Woburn, MA","Plan of the Estate in Woburn, Mass. belonging to Phillips Academy",1882-05-01,,Phillips Academy,"Collamore, Horace",Fowle Street; Mt. Pleasant Street; South Street,Subdivision plan showing five numbered lots with dimensions and sf.  Lot No. 1 contains footprint of house. Decorative border and lettering.  Penciled-in field notes and calculations.,,,"Hartshorne, George F.",,,,1 in = 20 ft,42.47381435,-71.14376576,1,,1,22 x 17.5,Survey Plan,Brownline on manilla,Buckling. Discoloration. Edge damage. Tears.
Perkins_18_2,"Woburn, MA","Plan of an Estate in Woburn, Mass. belonging to the A & M Association",1885-01-01,,A & M Association,"Bean, M.C.; Cooper, L.W.; Tufts College",Broad Street [Campbell Street],"Lot plan showing one 4,864 sf lot with dimensions and outline of 2 houses and one shed.  Contains ""original line.""  Decorative type for street name.",,,"Hartshorne, George F.",,,,1 in = 10 ft,42.48172502,-71.14819176,1,,1,19 x 13.5,Survey Plan,Ink on manilla,Discoloration.
Perkins_18_3,"Woburn, MA","Plan showing proposed location of Armory, City of Woburn",1892-01-01,,"Woburn, City of",,Montvale Avenue; Prospect Street,Lot plan showing dimensions and grid in red ink of elevations.,An armory was built in 1892 next to a Swedish church and was replaced by a new armory in 1916.,,"Hartshorne, George F.",,,,1 in = 20 ft,42.47915874,-71.14953592,1,,1,18.5 x 12.5,Survey Plan,Ink on manilla,Discoloration. Edge damage.
Perkins_19_1,"Woburn, MA","Plan of Land in Woburn, Mass. Belonging to Albert F. Converse, Tr.",1905-10-06,,"Converse, Albert F., trust","Anderson, Ann M.; Coakley, M.; Converse, Gilbert F.; Donovan, Jennie C.; Johnson, John G.",Wood Street,Lot plan showing 4-acre lot with dimensions.  Decorative title and north arrow.,,,"Jones, William Butler",,,,1 in = 40 ft,42.48342034,-71.13403161,1,,1,18 x 18,Survey Plan,Ink on vellum,Discoloration.
