Identifier,Latitude,Longitude,Folder,Date,City/Town ,Property Owner ,Survey Title ,Streets ,Neighbors ,Notes,Background Notes ,Material Type,Surveyor 
Perkins_M_T34-6,42.359979,-71.105565,T34,1894-12-12,"Cambridge, MA",,"Plan of Subdivision of lots 18, 9","Brookline St, Valentine St",,,,,W.A. Mason & Son Co.
Perkins_M_T34-7,42.359313,-71.106176,T34,1895-01-12,"Cambridge, MA","Green, Henry",,Erie St,"Dana, West End Railway",houses on lots,,,W.A. Mason & Son Co.
Perkins_M_T34-8,42.368148,-71.095614,T34,1894-11-08,"Cambridge, MA","Nesson, Israel",,Market St,,house on lot,,,W.A. Mason & Son Co.
Perkins_M_T34-9,42.383492,-71.120092,T34,1895-01-09,"Cambridge, MA","Bartlett, Horan S.",,"North Ave, Mass Ave, Massachusetts Ave, Maitin St, Hurlburt St",,,,,W.A. Mason & Son Co.
Perkins_M_T35-10,42.366408,-71.099229,T35,1804-09-02,"Cambridge, MA",,,"Harvard St, Norfolk St, Columbia St, Washington St, Suffolk St, Worcester St",,"signed by Osgood Carleton, surveyor",,,"Carleton, Osgood"
Perkins_M_T35-12,42.397181,-71.129308,T35,1895-04-19,"Cambridge, MA","O'Brien, John F.",,"Mass Ave, (formerly North St), Cameron St","Boston & Maine Railroad, Mass Central Railroad, Middlesex Central Railroad, Woodbridge, West End Railroad",nice title block and north arrow,,,W.A. Mason & Son Co.
Perkins_M_T35-13,42.366888,-71.106756,T35,1896-05-27,"Cambridge, MA","Cambridge YMCA; Marcy, Dr H.O.",,"Massachusetts Ave, Varnon St,",,shows building,,,W.A. Mason & Son Co.
Perkins_M_T35-14,42.365802,-71.099101,T35,1895-03-27,"Cambridge, MA",,,"Suffolk St, Norfolk St, Washington St",,,,,W.A. Mason & Son Co.
Perkins_M_T35-15,42.396773,-71.132033,T35,1895-03-26,"Cambridge, MA","Wilbur, J.W.",,"Reed St, Harvey St, Wilbur St",J. Belleview,"nice title block, names",,,W.A. Mason & Son Co.
Perkins_M_T35-19,42.362476,-71.091907,T35,1894-11-26,"Cambridge, MA","Ames, Fredrick L.",,Albany St,"Brooks et al, Parker & Hoar Trustees, Otis Estate, Goffs Cove",,,,W.A. Mason & Son Co.
Perkins_M_T35-2,42.373946,-71.101343,T35,1895-08-28,"Cambridge, MA","Harty, M.J.",,"Cambridge St, Beacon St",,,,,W.A. Mason & Son Co.
Perkins_M_T35-20,42.364299,-71.079268,T35,1895-02-11,"Cambridge, MA","Whitney, Henry M.",,"First St, Munroe St, Second St, Commercial Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T35-21,42.36986,-71.12286,T35,1895-03-01,"Boston, MA","Elliott, J.",,"Murray St, Boylston St",,"showing J. Elliott's storage warehouse, sheds and stable",,,W.A. Mason & Son Co.
Perkins_M_T35-22,42.37229,-71.117533,T35,1895-03-05,"Cambridge, MA","Danforth, Cyrus",,Linden St,C. D. Wetmore,,,,W.A. Mason & Son Co.
Perkins_M_T35-23,42.397573,-71.138599,T35,1895-02-20,,"Penny, R.",,Harvey St,"Mass. Central Railroad, Middlesex Central Railroad",,,,W.A. Mason & Son Co.
Perkins_M_T35-24,42.397629,-71.138594,T35,1895-02-20,,"Penny, R.",,Harvey St,"Mass. Central Railroad, Middlesex Central Railroad",,,,W.A. Mason & Son Co.
Perkins_M_T35-8,42.364708,-71.103076,T35,1895-06-25,"Cambridge, MA",,,"Pearl St, Mass Ave, Massachusetts Ave","Cambridge Building Associates, Mrs. R. N. Roaf, C.H.Pratt, H. Fitzgerald",names on lots,,,W.A. Mason & Son Co.
Perkins_M_T35-9,42.36925,-71.096789,T35,1895-06-26,,,,Columbia St Market St,"Old Lab ""A""",,,,W.A. Mason & Son Co.
Perkins_M_T36-1,42.389781,-71.120999,T36,1895-04-19,"Cambridge, MA","Porter, Caroline H.",,"Mass Ave (formerly North St), Porter Rd, Regent St","Fitchburg Railroad, Third Universalist Church, S. F. Woodbridge",,,,W.A. Mason & Son Co.
Perkins_M_T36-11,42.364261,-71.079235,T36,1895-02-11,"Cambridge, MA","Whitney, Henry M.",,Second St First St,,,,,Unknown
Perkins_M_T36-12,42.379013,-71.108055,T36,9999-01-01,"Cambridge, MA",,,Holden St Kirkland St,,,,,W.A. Mason & Son Co.
Perkins_M_T36-2,42.344666,-71.138547,T36,1895-05-18,"Somerville, MA","Brewer, A.S.",,Summit Ave New St Summer St,,,,,W.A. Mason & Son Co.
Perkins_M_T36-3,42.396081,-71.101722,T36,1895-06-01,"Somerville, MA",,,Partridge Ave Jennie Lind Ave Broadway Norwood Ave,"Moore, Butterman, Gove? Or Gore",,,,Unknown
Perkins_M_T36-4,42.362463,-71.103778,T36,1895-05-16,"Cambridge, MA","Raymond, Theodore H.",,"Auburn St, Watson St, Salem St",,,,,W.A. Mason & Son Co.
Perkins_M_T36-7,42.389325,-71.120839,T36,1895-04-01,"Cambridge, MA",Porter,,North Ave,,,,,Unknown
Perkins_M_T36-9,42.370664,-71.113846,T36,1895-05-01,,,,Massachusetts Ave,Massachusetts Ave formerly Main St.," A.L. Adams, M.J. Conry, Samuel L. Montague",,,W.A. Mason & Son Co.
Perkins_M_T37-1,42.364565,-71.114408,T37,1895-06-24,"Cambridge, MA","Dyme, Fanny",,"Western Ave, Putnam Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T37-10,42.375988,-71.104034,T37,1895-06-15,"Cambridge, MA",,,"Cooney St, Line St, Beacon St",Starr,,,,W.A. Mason & Son Co.
Perkins_M_T37-12,42.392503,-71.12161,T37,1895-03-27,"Cambridge, MA","Frost, George A.",,"Orchard St, Jenney St","Clara Russell, Thomas R. Edmunds",,,,W.A. Mason & Son Co.
Perkins_M_T37-13,42.385739,-71.125903,T37,9999-01-01,"Cambridge, MA",,,"Bellevue Ave, Avon Hill St, Raymond St","Ladd, Somersby, Withey",,,,Unknown
Perkins_M_T37-16,42.386262,-71.122795,T37,1895-05-29,"Cambridge, MA",,,"Alpine St, Hillside Ave","Freeman, H. Green, Marsh, C.F. West, Bullivant, Mann",Alpine St. (formerly Arlington Ave.),,,W.A. Mason & Son Co.
Perkins_M_T37-17,42.384717,-71.127548,T37,1895-05-31,"Cambridge, MA","Bond, E.L.; Bond, C.H.",,"Garden St, Brendon St, Huron Ave","Smith, Z.A. Williard, Edwin Dresser, Cutler, Gardner, Wyeth",,,,W.A. Mason & Son Co.
Perkins_M_T37-19,42.390743,-71.115645,T37,1895-05-29,"Somerville, MA","Heffron, Annie F.",,"Cherry St,",T. Tufts,,,,W.A. Mason & Son Co.
Perkins_M_T37-2,42.373185,-71.09561,T37,1895-05-14,"Cambridge, MA",,,"Cambridge St, Elm St","D.A. O'Marra, E.H. Norton, ""20 Associates""",,,,W.A. Mason & Son Co.
Perkins_M_T37-20,42.366353,-71.10491,T37,1895-04-08,"Cambridge, MA",,,"Temple St, Inman St, Mass Ave, Massachusetts Ave, Main St","Insurance Co., M. Murdock, D.U. Chamberlain, E.R. Cogswell, Wellington, Church",,,,W.A. Mason & Son Co.
Perkins_M_T37-22,42.379407,-71.108413,T37,1895-04-03,"Cambridge, MA",,,"Holden St, Scott St, Beacon St, Kirkland St, Farrar St",,,,,W.A. Mason & Son Co.
Perkins_M_T37-23,42.390018,-71.124024,T37,1895-03-30,"Cambridge, MA","Miller, Joseph",,"Sycamore St, Walden St, Cypress St, King St",,,,,W.A. Mason & Son Co.
Perkins_M_T37-3,42.369153,-71.113842,T37,1895-05-13,"Cambridge, MA","Kelley, Samuel G.; McKinnon, Charles E.",,"Banks St, Putnam Ave, Green St Ext","Samuel G. Kelley, Abutter: Apthorp",,,,W.A. Mason & Son Co.
Perkins_M_T37-4,42.365211,-71.112742,T37,1895-04-01,"Watertown, MA","Davis, H.S.",,"Elm St, Arlington St",W.J. Bryant,,,,W.A. Mason & Son Co.
Perkins_M_T37-4,42.365211,-71.112742,T37,1895-05-13,"Cambridge, MA","Kelley, Samuel G.; McKinnon, Charles E.",,"Griggs St, Hews T, Western Ave","Samuel G. Kelley, D. Brown",,,,W.A. Mason & Son Co.
Perkins_M_T37-5,42.369194,-71.113831,T37,1895-05-13,"Cambridge, MA",,,"Banks St, Putnam Ave, Green St Ext",,,,,W.A. Mason & Son Co.
Perkins_M_T37-6,42.365215,-71.112785,T37,1895-05-13,"Cambridge, MA",,,"Griggs St, Hews T, Western Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T37-7,42.366466,-71.096785,T37,1895-05-23,"Cambridge, MA",,,"Harvard St, Cherry St",,,,,W.A. Mason & Son Co.
Perkins_M_T37-8,42.359463,-71.106211,T37,1895-05-09,"Cambridge, MA","Green, Henry",,"Brookline St, Erie St",,,,,W.A. Mason & Son Co.
Perkins_M_T38-11,42.361897,-71.079129,T38,1895-10-10,"Cambridge, MA","Damon, George L.",,First St Main St Broad Canal,George L. Damon,,,,W.A. Mason & Son Co.
Perkins_M_T38-13,42.374755,-71.093768,T38,1895-10-26,"Somerville, MA","Betancourt, Manuel A.",,Columbia St Conlan Court,,,,,W.A. Mason & Son Co.; J.G. Chase
Perkins_M_T38-14,42.389899,-71.103441,T38,1895-09-27,"Somerville, MA","Dolan, Hannah T.",,Albion St,,,,,W.A. Mason & Son Co.
Perkins_M_T38-14,42.389899,-71.103441,T38,1895-09-27,"Somerville, MA","Dolan, Hannah T.",,Albion St,,,,,W.A. Mason & Son Co.
Perkins_M_T38-15,42.367692,-71.094943,T38,1895-09-01,"Cambridge, MA",Dudley,,Market St Windsor St Broadway,J.H. Fuller Agt.,,,,W.A. Mason & Son Co.
Perkins_M_T38-17,42.363237,-71.110296,T38,1895-09-01,"Cambridge, MA","Raymond, Theodore H.",,River St Engine House City of Cambridge,,,,,W.A. Mason & Son Co.
Perkins_M_T38-2,42.357672,-71.106884,T38,1895-09-27,"Cambridge, MA","Nesson, Israel",,Peters St Allston St,,tissue,,,W.A. Mason & Son Co.
Perkins_M_T38-2,42.357672,-71.106884,T38,1895-09-27,"Cambridge, MA","Nesson, Israel",,Peters St Allston St,,waxed linen,,,W.A. Mason & Son Co.
Perkins_M_T38-21,42.349545,-71.149703,T38,1895-11-25,"Boston, MA",,Henshaw St,Henshaw St Cambridge St,,,,,W.A. Mason & Son Co.
Perkins_M_T38-22,42.364569,-71.114518,T38,1895-12-18,"Cambridge, MA","Nesson, Israel",,Western Ave Sands St,,,,,W.A. Mason & Son Co.
Perkins_M_T38-3,42.390078,-71.119126,T38,1895-09-30,"Cambridge, MA",,,Davenport St Orchard St,,,,,W.A. Mason & Son Co.
Perkins_M_T38-4,42.369912,-71.158855,T38,1892-09-28,"Watertown, MA","Bigelow, Jona",,Bigelow Ave Melendy Ave Elton Ave,Jonathan Bigelow,,,,W.A. Mason & Son Co.
Perkins_M_T38-5,42.359361,-71.13648,T38,1895-12-14,"Allston (Boston, MA)","Rice, Abel F.",,Bagnal St Aldee St Everett St,,,,,W.A. Mason & Son Co.
Perkins_M_T38-7,42.362603,-71.145487,T38,1895-12-17,"Allston (Boston, MA)",Sewall; Day Cordage Co.,,Charles River Marsh Land Western Ave,,,,,W.A. Mason & Son Co.
Perkins_M_T38-9,42.367684,-71.091113,T38,1895-07-17,"Cambridge, MA","Dickinson, Alexander",,Bristol St Portland St,"Chalres Gadsby, I. Nesson",,,,W.A. Mason & Son Co.
Perkins_M_T39-1,42.36747,-71.080674,T39,1896-01-30,,"Greer, Hiram ",,Charles St,J. McCorkle,,,,Unknown
Perkins_M_T39-11,42.373451,-71.124533,T39,1896-03-10,"Cambridge, MA","Thurston, C.H.",,Gerry St Ross St University Press,Robert Ross,,,,W.A. Mason & Son Co.
Perkins_M_T39-12,42.373431,-71.124485,T39,1896-03-10,"Cambridge, MA","Thurston, C.H.",,Ross St Gerry St University Press,Robert Ross,,,,W.A. Mason & Son Co.
Perkins_M_T39-15,42.377505,-71.096113,T39,1896-03-31,"Somerville, MA","Dennison, James E.",,Newton St,,,,,W.A. Mason & Son Co.
Perkins_M_T39-16,42.383263,-71.113735,T39,1896-03-06,"Cambridge, MA","Brown, James E.",,Eustis Court Oxford St Beacon St,,,,,W.A. Mason & Son Co.
Perkins_M_T39-17,42.383195,-71.113746,T39,1896-02-27,"Cambridge, MA","Brown, James E.",,Eustis St Beacon St Oxford St,,,,,W.A. Mason & Son Co.
Perkins_M_T39-19,42.376637,-71.137392,T39,1896-02-21,"Cambridge, MA",Lowell,,Brattle St Elmwood Ave Mount Auburn St,,,,,W.A. Mason & Son Co.
Perkins_M_T39-2,42.390803,-71.121454,T39,1896-03-10,"Cambridge, MA",Porter,,Massachusetts Ave,S.F. Woodbridge St. James Episcopal Church City of Cambridge Engine House,,,,W.A. Mason & Son Co.
Perkins_M_T39-22,42.364537,-71.111863,T39,1896-01-13,"Cambridge, MA","Dyme, Fanny",,Western Ave New St,City of Cambridge,,,,W.A. Mason & Son Co.
Perkins_M_T39-23,42.373264,-71.119681,T39,1896-01-29,"Cambridge, MA",,,Brattle St Boylston St Gregory Est,,,,,W.A. Mason & Son Co.
Perkins_M_T39-23,42.373264,-71.119681,T39,1896-01-29,"Cambridge, MA",,,Brattle St Boylston St Gregory Est,,,,,Unknown
Perkins_M_T39-24,42.399937,-71.130988,T39,1896-01-15,"Cambridge, MA","Hall, E. King",,Newbury St,,,,,W.A. Mason & Son Co.
Perkins_M_T39-25,42.366294,-71.11036,T39,1896-01-14,"Cambridge, MA","Chamberlain, George D.",,Jay st Kinnaird St,George D. Chamberlain,,,,W.A. Mason & Son Co.
Perkins_M_T39-26,42.38756,-71.121234,T39,1895-12-21,"Cambridge, MA",,Mt Vernon St,Mount Vernon St Huron Ave,"Whitney, Jameson",,,,W.A. Mason & Son Co.
Perkins_M_T39-27,42.394799,-71.129787,T39,1895-12-28,"Cambridge, MA","Hall, E. King",,Rice St Norris St,,,,,W.A. Mason & Son Co.
Perkins_M_T39-28,42.358118,-71.107038,T39,1895-09-01,"Cambridge, MA","Nesson, Israel",,Allston St Brookline St,,,,,W.A. Mason & Son Co.
Perkins_M_T39-3_bp,42.344383,-71.13826,T39 bp,1895-05-18,"Boston, MA","Brewer, A.G.",,Core Hill Ward 25 Summit Ave Summer St New St,,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T39-30,42.357495,-71.133746,T39,1896-01-01,"Allston (Boston, MA)","Hill, Frank P.; Hill, Georgie A.",,Ericson Ave Lincoln St Franklin St Adams St,Anna M. Dearborn,,,,W.A. Mason & Son Co.
Perkins_M_T39-30_bp,42.357495,-71.133746,T39 bp,1896-01-01,"Allston (Boston, MA)","Hill, Frank P.; Hill, Georgie A.",,Ericson Ave Lincoln St Franklin St Adams St,Anna M. Dearborn,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T39-31,42.357718,-71.132752,T39,1896-01-02,"Allston (Boston, MA)","Hill, C.F.",,Alcott St Franklin St,12 inch akron pipe for open brook,number assigned by cataloger,,,W.A. Mason & Son Co.
Perkins_M_T39-32,42.364095,-71.110867,T39,1896-02-17,"Cambridge, MA","Nesson, Israel",,Howard St,Number assigned by cataloger,,,,W.A. Mason & Son Co.
Perkins_M_T39-4,42.353656,-71.137,T39,1896-01-08,"Boston, MA","Hollis, Clara C.",,Brighton Ave Beacon St,,,,,W.A. Mason & Son Co.
Perkins_M_T39-6_bp,42.389347,-71.120809,T39 bp,1895-04-19,"Cambridge, MA","Porter, Caroline H.",,Porter Rd Massachusetts Ave Regent St,"Third Universalist Church, S.F. Woodbridge, Fitchburg Railroad",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T39-7_bp,42.375824,-71.13664,T39 bp,1895-04-19,"Cambridge, MA",Lowell,,Mount Auburn St Elmwood Ave Traill St,"Horace Eaton, J.B. Kempton, Chalres C. Foster, B.F. Richards, A.T. White",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T39-9,42.362242,-71.135193,T39,1896-04-13,,,Everett St,Westford St,Westford St formerly Everett Square,,,,W.A. Mason & Son Co.
Perkins_M_T4-10,42.370633,-71.122838,T4,1885-07-23,"Cambridge, MA","Elliott, Fannie A.",,"Murray St, Boylston St","Mrs. Josephine A. Stearns, William Elliott","elaborate title block, house shown",,,W.A. Mason & Son Co.
Perkins_M_T4-12,42.397332,-71.135847,T4,1886-06-01,"Cambridge, MA",Faneuil Hall Insurance Co.,,"Clifton St, Jackson St, Harvey St","Benedict Hamburgers, Thomas Smith, Freak Helgert, John B. Watson, Chas. A. Moore",houses shown,,,W.A. Mason & Son Co.
Perkins_M_T4-2,42.391009,-71.150014,T4,1887-03-25,"Cambridge, MA","Bay State Brick Co.; Tibbets, Charles E.",Bay State Brick Co. to Charles E. Tibbetts,"Spruce St, Kidders Lane",Heirs of Thomas Kent,elaborate title block and north arrow,,,W.A. Mason & Son Co.
Perkins_M_T4-4.5,42.395006,-71.119523,T4,1887-08-15,"Somerville, MA","Cutter, Mrs. Susan M.",,"Cutter Ave, Highland Ave, Graves St","Richard E. Cutter, R. E. Demon","elaborate title block and northarrow, house shown","husband Richard E. Cutter, 1889-92, action maker in Boston, home: Cutter Ave corner of Highland, office 1890-91 531 Tremont St; 1892 26 Dover St",,W.A. Mason & Son Co.
Perkins_M_T4-6,42.392031,-71.119105,T4,1887-05-31,"Somerville, MA",,,"Beech Sq, Willow Ave, Summer St, Elm St, St James Ave","Cambridge Horse Railroad, Hannah Drew, G. W. Hayes, Pitman, J. B. Porter, Vezzo","elaborate title block, some houses shown",,,W.A. Mason & Son Co.
Perkins_M_T40-10,42.371973,-71.092857,T40,1896-10-21,"Cambridge, MA",Heffernan Brothers,,"Palermo St, Willow St",,,,,W.A. Mason & Son Co.
Perkins_M_T40-12,42.421631,-71.16938,T40,1896-08-29,"Arlington, MA","Perry, Ralph L.",,"Brattle St, Dudley St, Brattle Place",,,,,W.A. Mason & Son Co.
Perkins_M_T40-13,42.372143,-71.092213,T40,1896-09-23,"Cambridge, MA","Green, Henry",,"Cambridge St, Willow St, Palermo St",,,,,W.A. Mason & Son Co.
Perkins_M_T40-15,42.374913,-71.034894,T40,1896-08-12,"East Boston (Boston, MA)","Dyme, S.A.",,Paris St,,,,,W.A. Mason & Son Co.
Perkins_M_T40-17,42.364517,-71.112651,T40,1896-11-05,"Cambridge, MA",Simon A. Dyme,,"Bancroft St, Western Ave, Montague St",Millpond Property,,,,W.A. Mason & Son Co.
Perkins_M_T40-18,42.368053,-71.157213,T40,9999-01-01,"Watertown, MA","Chadbourne, J.H.",,"Nichols St, Bigelow Ave",Abuttors: Bigelow Land Co.,,,,W.A. Mason & Son Co.
Perkins_M_T40-19_bp,42.366654,-71.100039,T40 bp,1895-07-25,"Cambridge, MA","Ordway, Aaron L.; Tupper, William T.",,"Worcester St, Norfolk St, Suffolk St",Abuttors: Linnie Green,See blueprint for conveyance information,,blueprint,W.A. Mason & Son Co.
Perkins_M_T40-19_bp,42.366654,-71.100039,T40 bp,1898-10-29,"Cambridge, MA","Ordway, Aaron L.; Tupper, William T.",,"Worcester St, Norfolk St, Suffolk St",Abuttors: Linnie Green,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T40-2_bp,42.364565,-71.111155,T40 bp,1896-07-15,"Cambridge, MA","Nesson, Israel",,"Howard St, Western Ave, Gilman St",Abuttors: City of Cambridge,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T40-4,42.364591,-71.114357,T40,1896-09-01,"Cambridge, MA","Dyme, Fanny",,Western Ave,Abuttors: McDonald,,,,W.A. Mason & Son Co.
Perkins_M_T40-5,42.393964,-71.125359,T40,1896-09-11,"Cambridge, MA","Henderson, George R.",,"Chester St, Day St, Henderson Court",George R. Henderson,,,,W.A. Mason & Son Co.
Perkins_M_T40-6,42.370397,-71.109091,T40,1896-09-11,"Cambridge, MA","Usher, Samuel",,"Harvard St, Dana St","Abuttors: F.H. Johnson, J.S. Paine, M.G. Parker",,,,W.A. Mason & Son Co.
Perkins_M_T40-8,42.387879,-71.125574,T40,1896-10-16,"Cambridge, MA","Nesson, Israel",,"Walden St, Vincent St Mount Pleasant St",,,,,W.A. Mason & Son Co.
Perkins_M_T41-1,42.375191,-71.110607,T41,1896-04-30,"Cambridge, MA","Flentje, Ernest",,"Trowbridge St, Cambridge St",Abuttors: Dr. Morrill Wyman,,,,W.A. Mason & Son Co.
Perkins_M_T41-14,42.37504,-71.034792,T41,1896-03-21,"East Boston (Boston, MA)","Dyme, S.A.",,"Paris St, Marion St",,pencil,,pencil drawing,W.A. Mason & Son Co.
Perkins_M_T41-15,42.369848,-71.122522,T41,1896-02-26,"Cambridge, MA",,,"Murray St, Boyleston St","Ammi Benjamin, William Elliott, James Elliott, Streams, F.A. Elliott",pencil,,pencil drawing,W.A. Mason & Son Co.
Perkins_M_T41-4,42.38352,-71.135477,T41,1896-05-16,"Cambridge, MA",,,"Walden St, Saville St Concord Ave, Fayrweather St, Chilton St",,pencil drawing,,pencil drawing,W.A. Mason & Son Co.
Perkins_M_T41-5,42.381654,-71.13427,T41,1896-05-16,"Cambridge, MA",,,"Appleton St, Vassal Lane",,,,,W.A. Mason & Son Co.
Perkins_M_T41-6,42.38734,-71.120435,T41,1896-01-14,"Cambridge, MA",,Mt Vernon St,Mount Vernon St,,,,,W.A. Mason & Son Co.
Perkins_M_T41-8,42.361652,-71.080685,T41,1895-10-24,"Cambridge, MA","Brown, Benjamin F.",,"Main St, Parkway","Abuttors: Fisk estate, Edward Dixon, Thomas Russell, Parish marsh, Charles River Embankment co.",,,,W.A. Mason & Son Co.
Perkins_M_T41-9,42.345172,-71.147295,T41,1896-07-02,"Brighton (Boston, MA)","Cushman, Z.T.",,"Union St, LaRose Place",,,,,W.A. Mason & Son Co.
Perkins_M_T42-1,42.391485,-71.13128,T42,1900-03-02,"Cambridge, MA",,Desirable home lots,"Sargent St, Middlesex St, Railroad St, Rindge Sq, Nuthill St, Weston St","G.L.Whitman, O'Hara, J.A. Whitman, E.W. Gale",,,,Unknown
Perkins_M_T42-12,42.380625,-71.101564,T42,1896-07-23,"Somerville, MA",American Tube Works,,"Lake St, Church St, Church St Place",,,,,W.A. Mason & Son Co.
Perkins_M_T42-14,42.364524,-71.111162,T42,1896-07-15,"Cambridge, MA","Nesson, Israel",,"Western Ave, Howard St",,,,,W.A. Mason & Son Co.
Perkins_M_T42-16,42.36464,-71.098123,T42,1896-07-20,"Cambridge, MA","Green, Henry",,Pine St,I. Nesson,,,,W.A. Mason & Son Co.
Perkins_M_T42-17,42.36103,-71.096695,T42,9999-01-01,"Cambridge, MA",,,"Albany St, Mass Ave, Massachusetts Ave, Smart St , Windsor St",M. Barrett,,,,Unknown
Perkins_M_T42-18,42.366564,-71.111716,T42,1896-06-19,"Cambridge, MA","Chamberlain, Newell; Chamberlain, George D.",,Hayes St,,,,,W.A. Mason & Son Co.
Perkins_M_T42-19,42.37041,-71.087431,T42,1896-07-08,"Cambridge, MA","Goepper, William",,"Ninth St, Thorndike St","Goepper brothers, Woodman",,,,W.A. Mason & Son Co.
Perkins_M_T42-2,42.367685,-71.095427,T42,1895-05-01,"Cambridge, MA","Neckolaewsky, S.",,"Market St, Windsor St, Broadway",,,,,W.A. Mason & Son Co.
Perkins_M_T42-20,42.360328,-71.096388,T42,1896-06-01,"Cambridge, MA",John T. Scully,,"Albany St, Mass Ave, Massachusetts Ave",John J. Scully?,,,,W.A. Mason & Son Co.
Perkins_M_T42-21,42.362547,-71.098257,T42,1895-06-13,"Cambridge, MA","Savage, C.B.; Ball, Clara A.",,"State St, Mass Ave, Massachusetts Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T42-21,42.362547,-71.098257,T42,1895-06-13,"Cambridge, MA","Savage, C.B.; Ball, Clara A.",,"State St, Mass Ave, Massachusetts Ave",Alexander McElroy,,,,W.A. Mason & Son Co.
Perkins_M_T42-24,42.36571,-71.101161,T42,1896-07-01,"Cambridge, MA",,,Norfolk St,,,,,W.A. Mason & Son Co.
Perkins_M_T42-3,42.367649,-71.095451,T42,1896-07-17,"Cambridge, MA","Neckolaewsky, S.",,"Market St, Windsor St",,,,,W.A. Mason & Son Co.
Perkins_M_T42-4,42.38531,-71.12429,T42,1896-04-10,"Cambridge, MA","Gilmore, Edward S.",,"Avon Hill St, Hillside Ave","Reuben Avey, Foxcroft, S. Niles",,,,W.A. Mason & Son Co.
Perkins_M_T42-5,42.371448,-71.095016,T42,1896-05-05,,,,Lincoln St,,,,,W.A. Mason & Son Co.
Perkins_M_T42-6,42.372111,-71.084289,T42,1896-05-18,"Cambridge, MA","Goepper, William",,"Gore St, Sixth St",,,,,W.A. Mason & Son Co.
Perkins_M_T42-9,42.372957,-71.098176,T42,1896-05-12,"Cambridge, MA",,Plan of Land,"Prospect St, Cambridge St",,,,,W.A. Mason & Son Co.
Perkins_M_T43-1,42.372785,-71.119196,T43,1897-01-15,"Cambridge, MA",West End Street Railway Co.,,"Cunster St, Harvard Sq","Abuttors: Wm. Read, William Read",,,,W.A. Mason & Son Co.
Perkins_M_T43-15,42.389214,-71.121181,T43,1896-12-08,"Cambridge, MA","Connor, James W.",,Porter Rd,"Caroline H. Porter. Abuttors: Universalist Church, S.F. Woodbridge",,,,W.A. Mason & Son Co.
Perkins_M_T43-17,42.370998,-71.109234,T43,1897-01-13,"Cambridge, MA","Porter, Linn B.",,"Harvard St Dana St, Chatham St, Cleveland St",,,,,Unknown
Perkins_M_T43-19,42.371933,-71.092776,T43,1896-12-11,"Cambridge, MA",Heffernan Brothers,,Palermo St,Heffernan Brothers,,,,W.A. Mason & Son Co.
Perkins_M_T43-2_bp,42.385446,-71.137097,T43 bp,1896-08-05,"Cambridge, MA",Bay State Brick Co.,,"Concord Ave, Walden St, Copley St, Dayerweather St, Garden St, Field St, Bay State Rd, Birch St, Fern St Dale St Alpine St, Clinton St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T43-20,42.375008,-71.137655,T43,1897-01-25,"Cambridge, MA",Lowell,,"Mount Auburn St, Elmwood Ave, Elmwood St",,,,,W.A. Mason & Son Co.
Perkins_M_T43-22,42.396365,-71.125188,T43,1893-08-01,"Somerville, MA","Glover, Henry R.",,"Meacham St, Glover Circle, Dover St, Campbell Park, Kingston St, Lester Terrace",,,,,W.A. Mason & Son Co.
Perkins_M_T43-3,42.398583,-71.129496,T43,9999-01-01,"Cambridge, MA",,,"Camp St, Stiles St, John St, Cameron Ave",,,,,Unknown
Perkins_M_T43-4,42.374921,-71.129984,T43,1897-01-20,"Cambridge, MA","Giroux, A.E.",,"Bradbury St, Craigie Ext",Abuttors :Old Lab No. 58,,,,W.A. Mason & Son Co.
Perkins_M_T43-7,42.368322,-71.159729,T43,1897-01-11,"Watertown, MA",,Plan of Land,"Melendy Ave, Nichols St","W.A. Mason, C.D. Elliot",,,,W.A. Mason & Son Co.
Perkins_M_T43-9,42.360566,-71.129329,T43,1897-01-18,"Allston (Boston, MA)","Hill, F.P.; Hill, Georgia A.",,"Easton St ext, North Harvard St",Massachusetts Baptist Sunday School Association,with additions to 1903,,,W.A. Mason & Son Co.
Perkins_M_T44-10,42.38795,-71.12559,T44,1888-07-13,"Cambridge, MA","Nesson, Israel",,"Walden St, Vincent St Mount Pleasant St",,Updated 3/5/1897;,,,W.A. Mason & Son Co.
Perkins_M_T44-11,42.36963,-71.090201,T44,1897-05-03,"Cambridge, MA","Heffernan, George D.",,"Portland St, Hardwick St, Lincoln St",,,,,W.A. Mason & Son Co.
Perkins_M_T44-13_bp,42.389182,-71.121111,T44 bp,1901-12-26,"West Roxbury (Boston, MA)","Parsons, S. Morgan",,"Canterbury St, Court, Ashland St","Abuttors: Walter B.F. Rowe, Henry A. Abbott",blueprint,,blueprint,W.A. Mason & Son Co.
