latitude,longitude,identifier,city_town,date,auction_date,survey_title,call_number,surveyor,auctioneer,property_owner,publisher,notes,link
,,G3764.B6 1865 .W33,"Boston, MA",1865,,"Plan of real estate on Cambridge Street near Bowdoin Square, belonging to the heirs of the late Deacon Moses",,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/11042
,,G3764.B6 1869 .P531,"Boston, MA",1869,,Plan of land on Bedford and Avon Streets belonging to the proprietors of the Second Church in Boston,,,,,,,http://maps.bpl.org/id/11043
,,G3764.B6 1847 .W33,"Boston, MA",1847,,"Plan of an estate in High St. to be sold at auction Sat. May 1st 1847 at 12 o'clock on the premises by Whitwell, Seaver & Co. auctioneers",,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/11044
,,G3764.B6 1856 .W33,"Boston, MA",1856,,Plan of the estate on the southerly corner of Washington and Franklin Streets,,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/11045
,,G3764.B6 1857 .W33,"Long Wharf (Boston, MA)",1857,,"Plan of a portion of the properties of the Long Wharf or Boston Pier & Central Wharf & Wet Dock Corporatins, showing sixteen warehouse lots of land",,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/11046
,,G3764.B6:2B2G46 1871 .P5x,"Boston, MA",1871,,Plan of lands belonging to the Commonwealth of Massachusetts,,,,,,,http://maps.bpl.org/id/12109
,,G3764.B6:2S6G46 1850 .B67x,"Boston, MA",1850,,Plan of city lands to be sold Oct. 30th 1850,,,,,,,http://maps.bpl.org/id/12110
,,G3764.B6:2S5G46 1850 .W3x,"South Boston (Boston, MA)",1850,,[Plan of lots in South Boston],,Boston (Mass.). Engineering Dept.,,,,,http://maps.bpl.org/id/12115
,,G3764.B6:2S5G46 1857 .B67x,"South Boston (Boston, MA)",1857,,"Plan of two lots of valuable land in Washington Village, South Boston",,Boston (Mass.). Engineering Dept.,,,,,http://maps.bpl.org/id/12116
,,G3764.B6G46 1871 .P5x,"Boston, MA",1871,,"Plan of estates nos. 13-17 Oliver Street, to be sold by public auction on Wednesday April 12th 1871 at 12 o'clock m. on the premesis, by order of Thomas Bancroft, executor of the late Aaron Bancrofts Estate",,,,,,,http://maps.bpl.org/id/12117
,,G3764.B6G46 1851 .W5x,"Boston, MA",1851,,"Plan of estates on Beacon St., Somerset St. & Pemberton Square",,Whitwell & Henck,,,,,http://maps.bpl.org/id/12119
,,G3764.B6 1850 .B67x,"Boston, MA",1850-1875,,A plan of 8 lots of city land known as the Arsenal Lot,,,,,,,http://maps.bpl.org/id/12121
,,G3764.B6G46 1844 .H5x,"Boston, MA",1844,,"Real estate on Milk & Oliver Sts. belonging to the Boston Mang. Co. & Merrimack Mang. Co. to be sold on Friday, March 15th 1844 12 o'clock m. by Whitwell Seaver & Co",,"Higginson, Waldo",,,,,http://maps.bpl.org/id/12122
,,G3764.B6G46 1843 .W3x,"Boston, MA",1843,,"[Plan of lots on Beacon Street and Somerset Court, Boston]",,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12123
,,G3764.B6:2W3G46 1836 .W3x,"West End (Boston, MA)",1836,,Plan of land & wharves belonging to Mill Pond Wharf Co. near Bartons Point,,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12124
,,G3764.B6G46 1841 .W3x,"Boston, MA",1841,,"Plan of the estate of the late Joseph Head Esq. to be sold at auction, Oct. 8th 1841",,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12125
,,G3764.B6G46 1855 .B8x,"Boston, MA",1855,,Plan of Mercantile Wharf property in Boston Mass,,"Bryant, J. G. F.",,,,,http://maps.bpl.org/id/12126
,,G3764.B6G46 1853 .L5x,"Boston, MA",1853,,"Plan of Quincy House lot, corner of Brattle St. and Brattle Sq. belonging to the estate of Josiah Quincy Jr",,"Lincoln, Ezra",,,,,http://maps.bpl.org/id/12127
,,G3764.B6G46 1853 .B7,"Boston, MA",1853,,"Plan of City Wharf in Boston, Mass",,"Bryant, Gridley James Fox",,,,,http://maps.bpl.org/id/12128
,,G3764.B6G46 1858 .W3x,"Boston, MA",1858,,Plan of the Federal St. Meeting House estate,,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12129
,,G3764.B6G46 1850 .W5x,"Boston, MA",1850,,Plan of the old Julien estate,,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12130
,,G3764.B6G46 1855 .P5x,"Boston, MA",1855,,"Plan of the Pratt estate, corner of Summer & Hawley Streets",,,,,,,http://maps.bpl.org/id/12131
,,G3764.B6:2B3G46 1843 .P5x,"Beacon Hill (Boston, MA)",1843,,[Plan of residences on Park Street in Boston],,,,,,,http://maps.bpl.org/id/12132
,,G3764.B6G46 1843 .P5x,"Boston, MA",1843,,Plan of Bishop Parker's estate Bedford Street,,,,,,,http://maps.bpl.org/id/12133
,,G3764.B6G46 1853 .P5x,"Boston, MA",1853,,[Plan of the Gore Estate at the corner of Pitts and Green streets],,,,,,,http://maps.bpl.org/id/12134
,,G3764.B6:2B3G46 1845 .W3x,"Beacon Hill (Boston, MA)",1845,,[Plan of lots between Mount Vernon and Pinckney Streets in Boston],,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12135
,,G3764.B6G46 1865 .W3x,"Boston, MA",1865,,Plan of the Brooks estate corner of Court & Washington Street,,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12136
,,G3764.B6:2C45G46 1842 .P5x,"Chinatown (Boston, MA)",1842,,"[Plan of lots in Chinatown, between Broad and Front Streets, and Beach and Orange Streets, Boston]",,,,,,,http://maps.bpl.org/id/12137
,,G3764.B6:2C45G46 1861 .W3x,"Chinatown (Boston, MA)",1861,,"[Plan of lots on Pine Street, Boston, between Washington and Front Streets]",,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12138
,,G3764.B6:2N5G46 1853 .L5x,"North End (Boston, MA)",1853,,Plan of store lots near Haymarket Square,,"Lincoln, Ezra",,,,,http://maps.bpl.org/id/12139
,,G3764.B6G46 1844 .W3x,"Boston, MA",1844,,"[Plan of lots for sale on Morton and Milk Streets, Boston]",,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12141
,,G3764.B6G46 1846 .W3x,"Boston, MA",1846,,[Plan of lots for sale on Pearl Street in Boston],,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12142
42.3523,-71.063594,G3764.B6:2C45G46 1890 .P43x,"Chinatown (Boston, MA)",1890-1895,,"[Plan of lots in Chinatown (Boston), between Avery and Eliot Streets, and Tremont Street and Harrison Avenue].",,,,,,,http://maps.bpl.org/id/17497
42.3494,-71.065372,G3764.B6G46 1670 .P53 1900,"Boston, MA",1915,,"[Plan of part of Boston bounded by Eliot, Washington, and Pleasant streets showing landownership in the late 17th century].",,,,,,,http://maps.bpl.org/id/19574
,,F73.68.S75 S688 1844,"Boston, MA",1844,,"Catalogue of 128 lots of land in the South Cove, with the numbers, dimensions, and contents affixed to each lot, to be divided among the stockholders, by order of the Directors of the South Cove Corporation : the right of choice, among said lots, will be sold by auction, to the stockholders only, upon the terms and conditions annexed, on Monday March 4, 1844, at 11 o'clock, a.m., at the United States Hotel, Boston",,"South Cove Corporation (Boston, Mass.)",,,,,http://www.archive.org/details/catalogueof128lo00sout
,,G3764.B6:2B7G46 1852 .B4,"Brighton (Boston, MA)",1852,,Plan of house lots in the Village of Brighton : upon a part of the well known Winship Estate ... To be sold by public auction ... on the fifteenth day of June 1852,,"Bennett, Joseph",,,,,https://collections.leventhalmap.org/search/commonwealth:pn89gw588
,,G3764.B6:2D6G46 1893 .P5,"Dorchester (Boston, MA)",1893,,"[Plan of lots on West Selden Street, Dorchester]",,,,,,,http://maps.bpl.org/id/11163
,,G3764.L3G46 1859 .G7,"Lawrence, MA",1859,,"Ground plan of 50 brick dwelling houses, belonging to the Lawrence Machine Shop, Lawrence, Mass : to be sold by auction on the premises, July 21st, 1859 ",,,,,,,http://maps.bpl.org/id/13011
,,G3764.B6:2C45G46 1872 .P5x,"Chinatown (Boston, MA)",1872,,"Plan of the estate of late Doct. John W. Warren, No. 89 Harrison Avenue, cor. of Kneeland St. & Plymouth Pl. to be sold at public auction on Wednesday Mar. 13 1872 at 12 o'clk, m. on the premises",,,,,,,http://maps.bpl.org/id/12144
,,G3764.B6:2S6G46 1872 .P5x,"South End (Boston, MA)",1872,,Plan of the estate of the late Warren White : to be sold at public auction on Wednesday March 27th 1872 at 12 o'clock m. on the respective premises,,,,,,,http://maps.bpl.org/id/12150
,,G3764.B6G46 1881 .B67,"Boston, MA",1881,,"Plan of an estate belonging to the City of Boston to be sold by public auction on Wednesday, Sept. 14th, 1881 ... : per order of the Joint Standing Committee on Public Buildings, Wm. Woolley, Chairman",,Boston (Mass.). City surveyor,,,,,http://maps.bpl.org/id/12239
,,G3764.B6 1868 .B675,"Boston, MA",1868,,"Plan of estates on High Street belonging to the City of Boston : to be sold by public auction on Thursday May 21st 1868, at 12 1/2 o'clock, P.M. on the premises",,Boston (Mass.). City surveyor,,,,,http://maps.bpl.org/id/11018
,,G3764.B6:2C45G46 1871 .B67,"Chinatown (Boston, MA)",1871,,"Plan of estates on Suffolk St. District : belonging to the City of Boston : to be sold at public auction, Dec. 23rd 1871 ",,"Davis, Thomas W.",,,,,http://maps.bpl.org/id/12457
,,G3764.B6:2C45G46 1871.2 .B67,"Chinatown (Boston, MA)",1871,,Plan of estates on Suffolk St. district : belonging to the City of Boston : to be sold at public auction on Saturday Dec. 16th & 23rd 1871 ,,"Davis, Thomas W.",,,,,http://maps.bpl.org/id/12458
,,G3764.B6:2S6G46 1872 .B67x,"South End (Boston, MA)",1872,,"Plan of estates on Suffolk Street district, belonging to the City of Boston, to be sold at public auction, on Saturday, May 11, 1872, at 12 o'clock m., on the premises, by order of the Joint Special Committee on Suffolk Street District",,"Davis, Thomas W.",,,,,http://maps.bpl.org/id/12147
42.33368,-71.074455,G3764.B6:2R7G46 1883 .D38,"Roxbury (Boston, MA)",1883,,"Plan of the Roxbury Canal lands belonging to the city of Boston to be sold by public auction on Saturday May 19th 1883 at 3 o'clock p.m. on the premises : by order of the Joint Standing Committee on Public Lands, Andrew J. Hall, chairman ",,"Davis, Thomas W.",,,,,
,,G3764.B9A3 1891 .H4,"Brookline, MA",1891,,"Corey Hill Terraces, Brookline",,"Hennell, Robert",,,,,http://maps.bpl.org/id/10302
,,G3764.N5G46 1894 .R6x,"Newton, MA",1894,,"General plan for subdividing into roads and building lots, the property of the Newton Boulevard Syndicate, blocks 1, 2, 3, 4, 5, 10 & 12 : and of Robert R. Bishop, blocks 6 & 7",,"Rice, George S.",,,,,http://maps.bpl.org/id/12873
,,G3764.B6:2W4G46 1858 .P5x,"West Roxbury (Boston, MA)",1858,,"Plan of lands in West-Roxbury, belonging to the estate of Chas. M. Taft : to be sold by public auction in Wednesday June 9th at 31/2 o'clock p.m",,,,,,,http://maps.bpl.org/id/11186
,,G3764.N2G46 1860 .S7,"Natick, MA",1860,,Plan of house lots in Natick belonging to Eben. Whitney : together with a part of Natick Village,,"Stone, George H.",,,,,http://maps.bpl.org/id/10529
,,G3764.B6:2R7 1857 .M6,"Roxbury (Boston, MA)",1857,,Plan of land in Roxbury belonging to the heirs of Alfred Evans,,"Moses, T. B.",,,,,http://maps.bpl.org/id/10776
,,G3764.B6 1854 .P47,"Boston, MA",1854,,"Peremptory sale : this valuable property will positively be sold at public auction on Saturday the 29th day of April current at 12 o'clock, to settle the estate of the late Mrs. J.T. Apthorp",,,,,,,http://maps.bpl.org/id/10960
,,G3764.N5G46 1878 .S5x,"Newton, MA",1878,,"Plan of land in Newton, 6th ward : being a portion of the estate of J. Willey [sic]Edmands, decd. ... to be sold by public-auction ... June 19th, 1878 ... Samuel Hatch & Co",,"Smilie, E. S.",,,,,http://maps.bpl.org/id/12866
,,G3764.B6:2B7G46 1890 .P5,"Brighton (Boston, MA)",1890,,Plan of house lots at Oak Sq. Brighton : belonging to Oak Sq. Land Trust,,,,,,,http://maps.bpl.org/id/12584
,,G3764.B6:2W4 1892 .M6,"West Roxbury (Boston, MA)",1892,,"Plan of house lots, Mt. Vernon St., West Roxbury : owned by the Mt. Vernon Land Company, 257 Washington St., Room 3",,Mount Vernon Land Company (Boston),,,,,http://maps.bpl.org/id/11154
,,G3764.B6:2D6G46 1836 .M6,"Dorchester (Boston, MA)",1836,,Plan of lots on Mount-Bowdoin in Dorchester,,"Mosely, Thomas M.",,,,,http://maps.bpl.org/id/11128
,,G3764.B6:2E2 1844 .E3,"East Boston (Boston, MA)",1844,,Plan of East Boston : exhibiting the land & water lots and other improvements,,"Eddy, R. H.",,,,,http://maps.bpl.org/id/11130
,,G3764.B6:2E2G46 1837 .E3,"East Boston (Boston, MA)",1837,,Plan of East Boston showing the land and water lots sold and unsold : also all buildings and other improvements,,"Eddy, R. H.",,,,,http://maps.bpl.org/id/11134
,,G3764.B6:2E2G46 1851 .E3,"East Boston (Boston, MA)",1851,,"Plan of East Boston showing the land and water lots sold and unsold, also all buildings and other improvements",,"Eddy, R. H.",,,,,http://maps.bpl.org/id/11135
,,G3764.B6:2W4 1873 .T7x,"West Roxbury (Boston, MA)",1873,,"Trustees' sale : beautiful building lots on Walnut St. and Walnut Avenue, in West Roxbury, containing about 3,126,519 square feet",,,,,,,http://maps.bpl.org/id/11149
,,G3764.B6:2D6G46 1866 .W3,"Dorchester (Boston, MA)",1866,,"[Plan of house lots for sale on Savin Hill Avenue, Dorchester, Mass.]",,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/11160
,,G3764.B6:2D6G46 1870 .F6,"Dorchester (Boston, MA)",1870,,"Plan of house lots in ward 16 : owned by Saml. B. Pierce & Geo. C. Ludington, Boston, near the Dorchester Station, Norfolk Street, on the Boston, Hartford & Erie R.R",,"Fowler, A. B.",,,,,http://maps.bpl.org/id/11161
,,G3764.B6:2J3G46 1855 .P5x,"Jamaica Plain (Boston, MA)",1855,,"Plan of house lots located on Jamaica Plain belonging to the estate of John Dorr, dec'd",,,,,,,http://maps.bpl.org/id/11170
,,G3764.B6:2D6G46 1872 .G3x,"Dorchester (Boston, MA)",1872,,Plan of land belonging to J.M. & G.H. Pike : ward 16 - Boston,,,,,,,http://maps.bpl.org/id/11173
,,G3764.B6:2W4G46 1855 .P5x,"West Roxbury (Boston, MA)",1855,,"Plan of dwelling houses & house lots, in West Roxbury",,,,,,,http://maps.bpl.org/id/12085
,,G3764.B6:2W4G46.1 1858 .P5x,"West Roxbury (Boston, MA)",1858,,"Plan of lands in West-Roxbury, belonging to the estate of Chas. M. Taft : to be sold by public auction on Wednesday June 9th 1858 at 3 1/2 o'clock p.m",,,,,,,http://maps.bpl.org/id/11187
,,G3764.N5G46 1851 .P5x,"Newton, MA",1851,,Plan of land belonging to William Kenrick : near the depot of Newton Corner,,,,,,,http://maps.bpl.org/id/12867
,,G3764.B6:2S6G46 1870 .B67x,"South End (Boston, MA)",1870,,"Plan of building lots on Columbus Avenue, and various streets and squares west of said avenue : to be sold by public auction at the Merchants Exchange Reading Room in the basement of the Old State House on Tuesday April 12th, 1870, at 12 o'clock ",,Boston (Mass.). Engineering Dept.,,,,,http://maps.bpl.org/id/12111
,,G3764.B6G46 1872 .P5x,"Boston, MA",1872,,"Plan of estate nos 207, 209, 211 & 215 Federal Street, belonging to the estate of the late Solomon Piper : to be sold at public auction, on Thursday, March 28th 1872 at 12 o'clock p.m. on the premises",,,,,,,http://maps.bpl.org/id/12151
,,G3764.B6:2B2 1850 .L56,"Back Bay (Boston, MA)",1850,,Plan of Public Garden : showing proposed arrangement of lots thereon,,"Lincoln, Ezra",,,,,http://maps.bpl.org/id/12205
,,G3764.B6G46 1880 .P5x,"Boston, MA",1880-1890,,"[Plan of lots on Park, Beacon and Tremont Streets in Boston]",,,,,,,http://maps.bpl.org/id/12225
,,G3764.B6G46 1874 .P5x,"Boston, MA",1874,,"Plan of lots on Fort Hill district, belonging to the City of Boston : to be sold at public auction, on Wednesday, April 15th at 11 o'clock a.m. on the premises",,,,,,,http://maps.bpl.org/id/12243
,,G3764.B6:2B7G46 1863 .C8x,"Brighton (Boston, MA)",1858,,"Plan of 82 building lots, in the town of Brighton, comprising 48 acres of the Parkman Farm next the estate of Saml. Bigelow Esqr : to be sold by public auction on Monday, May 18th 1863, a 4 o'clock on the premises",,"Cuningham, John",,,,,http://maps.bpl.org/id/12586
,,G3764.B6:2C38G46 1866 .B3,"Charlestown (Boston, MA)",1866,,"Plan of real estate in Charlestown belonging to Seth Barker & others : to be sold on the premises at public auction, June 26th, 28th, and 30th, 1866, at 3 p.m",,"Ball, H. W.",,,,,http://maps.bpl.org/id/12592
,,G3764.B6:2B2G46 1855 .W5,"South End (Boston, MA);Back Bay (Boston, MA)",1855,,Plan of house lots & other lands offered for sale by the Boston Water Power Company,,Whitwell & Henck,,,,,http://maps.bpl.org/id/12656
,,G3764.B6:2R7G46 1872 .W5x,"Roxbury (Boston, MA)",1872,,Plan of house lots in Boston belonging to Otis H. Weed,,Whitman & Breck,,,,,http://maps.bpl.org/id/12673
,,G1234.B6:2B2G46 F9 1881,"Back Bay (Boston, MA)",1881,,"Schedule of sales, Commonwealth Avenue lands, 1880-81 : with plan",,Fuller & Whitney,,,,,
,,G1234.B6:2B2G46 .F9 1882,"Back Bay (Boston, MA)",1882,,"Sectional plans of Commonwealth Avenue lands from Dartmouth Street to West Chester Park, showing street-numbers, houses and lots with their widths and owners' names to date : also, assessors valuation of vacant land per foot 1881-2",,Fuller & Whitney,,,,,
,,G1234.B6:2B2G46 .F9 1882.2,"Back Bay (Boston, MA)",1882,,"The Back Bay Park lands record : a schedule and plan issued on the first of each month showing recorded deeds located by numbered lots on the plan : also progress in filling operations and street and lot improvements during the preceding month commencing April 1, 1882",,Fuller & Whitney,,,,,
,,G1234.B6:2B2G46 .F9 1882.3,"Back Bay (Boston, MA)",1882,,"Sectional plans of Commonwealth Avenue lands from Dartmouth Street to West Chester Park, showing street-numbers, houses and lots with their widths and owners' names to date : also, assessors valuation of vacant land per foot-1881",,Fuller & Whitney,,,,,
,,G3764.B6:2B2G46 1883 .P5x,"Back Bay (Boston, MA);South End (Boston, MA)",1883,,"[Plan of lots on Falmouth Street, Boston]",,,,,,,http://maps.bpl.org/id/12678
,,G3764.B6:2F4G46 1890 .B6x,"Fenway (Boston, MA)",1890-1899,,Plan 1,,Boston (Mass.). Board of Survey,,,,,http://maps.bpl.org/id/12679
,,G3764.A7G46 1871 .H6x,"Arlington, MA",1871,,"Plan of building lots on the ""Kimball"" Estate Arlington, Mass. ... at 3 o'clock p.m",,"Hovey, J.",,,,,http://maps.bpl.org/id/12684
,,G3764.B6:2W4G46 1870 .P5x,"West Roxbury (Boston, MA)",1870,,Plan no. 1 of building lots near Spring St. Station West Roxbury belonging to the West Roxbury Land Co,,,,,,,http://maps.bpl.org/id/12702
,,G3764.C2G46 1861 .M3x,"Cambridge, MA",1861,,Plan of building lots and land in Cambridge & Somerville belonging to Mr. Ozias Morse,,"Mason, W. A.",,,,,http://maps.bpl.org/id/12713
,,G3764.C2G46 1853 .M3x,"Cambridge, MA",1853,,"Plan of lots in Cambridge belonging to Dr. John Ware : to be sold by public auction on Tuesday October 11th, at 4 o'clock p.m. on the premises",,"Mason, W. A.",,,,,http://maps.bpl.org/id/12715
,,G3764.C4 1857 .P5x,"Chelsea, MA",1857,,"Plan of the U.S. Marine Hospital estate Chelsea, Mass : showing the subdivision into the buildings lots",,,,,,,http://maps.bpl.org/id/12724
,,G3764.C2G46 1851 .P5x,"Cambridge, MA",1851,,"Plan of land in Cambridgeport held by the receivers of the Phoenix Bank : to be sold by public auction Friday June 20, 1851 at 4 o'clk. p.m. on the premises",,,,,,,http://maps.bpl.org/id/12737
,,G3764.C2G46 1850 .W4,"Cambridge, MA",1850,,"Plan of the Craigie Estate in Cambridge : to be sold at public auction on the premises on Thursday June 27th, 1850 at 4 o'clock p.m",,"White, Ferdinand E.",,,,,http://maps.bpl.org/id/12738
,,G3764.C2G46 1851 .W3x,"Cambridge, MA",1851,,"Plan of house lots on the Fayerweather Estate in Cambridge : to be sold by public auction Saturday June 26th 1852, on the premises",,"Wadsworth, Alexander",,,,,
,,G3764.B7G46 1850 .E2x,"Braintree, MA",1850,,Plan of house lots in Braintree : to be sold at public auction on Saturday May 25th 1850 at 3 o'clock p.m. on the premises,,"Eaton, S. Dwight",,,,,http://maps.bpl.org/id/12749
,,G3764.B9G46 1850 .W3x,"Brookline, MA",1850,,"Plan of the Sumner Estate in Brookline : to be sold at public auction, on the premises on Saturday June 1st, 1850, at 3 o'clock p.m",,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/12757
,,G3764.B6:2C38G46 1851 .P5x,"Charlestown (Boston, MA)",1851,,Plan of land in Charlestown held by the receivers of the Phoenix Bank : to be sold by public auction [Tuesday] June 19 1851 at 4 o clk pm on the premises : N.A. Thompson Auctr,,,,,,,http://maps.bpl.org/id/12760
,,G3764.D85G46 1871 .R4x,"Duxbury, MA",1871,,"Revised plan of house lots belonging to the Duxbury Shore Co : Duxbury, Mass., July 1871",,,,,,,http://maps.bpl.org/id/12780-0
,,G3764.F352G46 1872 .E2x,"Falmouth Heights, MA",1873,,"Plan of Falmouth Heights, Falmouth Mass., April 1st 1873",,E. Boyden & Son,,,,,http://maps.bpl.org/id/12786
,,G3764.L3G46 1847 .P5x,"Lawrence, MA",1847,,"Plan of lots in that part of Methuen called Lawrence : to be sold by the Essex Company at auction on the 28th of April, 1847, on the premises at 11 o'clock a.m",,,,,,,http://maps.bpl.org/id/12827
,,G3764.M66G46 1846 .P5,"Methuen, MA",1846,,Plan of lots in Methuen : to be sold by the Essex Company at auction on the 28th of Apr. 1846,,,,,,,http://maps.bpl.org/id/13004
,,G3764.M362G46 1873 .M6x,"Marshfield, MA",1873,,"Plan of building lots at Marshfield Highlands : to be sold at public auction on the premises on Thursday, Aug. 21st 1873 at 12 o'clock noon",,"Minot, S. L.",,,,,
,,G3764.N3G46 1853 .L3x,"Needham, MA",1853,,"Last sale of real estate in Bostonville, at public auction : on Monday next Oct. 10, 1853, at 1 o'clock, p.m",,,,,,,http://maps.bpl.org/id/13006
,,G3764.B6:2N5G46 1810 .T3x,"North End (Boston, MA)",1810,,"[Plan of estates on Charles River bridge, Prince Street, Lynn Court, and Snow Hill Street]",,"Taylor, William",,,,,http://maps.bpl.org/id/12855
,,G3764.N5:2A8G46 1847 .W3x,"Auburndale (Newton, Mass.)",1847,,"Plan of lots in North Auburn Dale, Newton, Mass",,"Ward, W. F.",,,,,
,,G3764.S8G46 1933 B4x,"Stoughton, MA",1933,,Plan of lots in Stoughton Mass,,"Bellamy, Robert B.",,,,,
,,G3764.N5:2G46 1855 .P5x,"Newton Corner (Newton, MA)",1855,,"Plan of house lots at Newton Corner near the residence of Dr. Hitchcock, lately belonging to W.S. Tuckerman",,,,,,,http://maps.bpl.org/id/12862
,,G3764.N5:2W4G46 1853 .P5x,"West Newton (Newton, MA)",1853,,"Plan of lots to be sold at auction in West New[ton] on Friday, September 23d, 1853, at 3 o'clock, p.m : by the foot & by the acre",,,,,,,http://maps.bpl.org/id/12863
,,G3764.N5G46 1850 .P5x,"Newton, MA",1850,,"[Plan of house lots on Briggs Place, Newton]",,,,,,,http://maps.bpl.org/id/12864
,,G3764.N5:2W4G46 1850 .P5x,"West Newton (Newton, MA)",1850,,"Plan of house lots in West Newton, belonging to Chester Judson, to be sold by public auction, on Thursday August 12th at 4 o'clock p.m",,,,,,,http://maps.bpl.org/id/12869
,,G3764.R4G46 1873 .W5x,"Revere, MA",1873,,"Plan of building lots in Revere, Harris Estate",,Whitman & Breck,,,,,
,,G3764.S4G46 1856 .W3x,"Somerville, MA",1856,,Plan of lots in Somerville : owned by Ozias Morse & others,,W.A. Mason & Co.,,,,,
,,G3764.S4G46 1847 .W5x,"Somerville, MA",1847,,"Plan of building lots on Winter Hill in Somerville : belonging to Messrs. Woods, Smith, Melvin & Page",,"Whitney, Charles",,,,,
,,G3764.S4G46 1842 .W3x,"Somerville, MA",1842,,Plan of Ten Hills Farm,,"Wadsworth, Alexander",,,,,
,,G3764.V5G46 1890 .W5x,"Vineyard Haven, MA",1890-1899,,Plan of a section of sea shore lots at Makonikey Heights Marthas Vineyard Mass,,"Whitman, H. T.",,,,,
,,G3764.W84G46 1874 .W4x,"Winthrop, MA",1874,,Plan of house lots in Winthrop : owned by Dr. Samuel Ingalls,,Whitman & Breck,,,,,
,,G3764.M53G46 1856 .W36,"Medford, MA",1856,,"Plan of lots in Medford, formerly owned by Joseph B. Felt, and known as the John Quincy Adams Estate",,W.A. Mason & Co,,,,,http://maps.bpl.org/id/12966
,,G3764.O22G46 1890 .V56,"Cottage City, MA;Oak Bluffs, MA",1890,,"Plan of the Highlands, the property of the Vineyard Grove Co : Cottage City, Mass",,,,,,,http://maps.bpl.org/id/12969
,,G3884.P4 1860 .P53x,"Petersburg, VA",1860-1869,,"Plan of the estate of the late Richd. F. Ha[nn]on, Esq., Petersburg, Va. (northern portion, in lots)",,,,,,,http://maps.bpl.org/id/14024
,,G3764.B6:2S5G46 1846 .A44x,"South Boston (Boston, MA)",1846,,"[Plan of lots on O Street, South Boston]",,"Alger, Cyrus",,,,,http://maps.bpl.org/id/14402
,,G3764.L7G46 1852 .B88x,"Lowell, MA",1852,,"Plan of land in Ayers' New-City, Lowell, Mass : belonging to Daniel Ayer",,Butterfield & Swan,,,,,http://maps.bpl.org/id/14404
,,G3764.C4G46 1836 .L49x,"Chelsea, MA",1836,,"Plan of Winnisimmet, in Chelsea",,"Lewis, Alonzo",,,,,http://maps.bpl.org/id/14866
,,G3764.O5G46 1897 .H44x,"Onset, MA;Wareham, MA",1897,,Plan of land of Onset and Point Independence,,H.E. Gifford,,,,,http://maps.bpl.org/id/17888
,,G3764.B6G46 1835 .F8,"Boston, MA",1835,,"Plan of building lots on Phillips Place, Tremont & Somerset Streets",,"Fuller, Stephen P.",,,,,http://maps.bpl.org/id/12120
,,G3764.B6G46 1835.2 .F8,"Boston, MA",1835,,"Plan of building lots on Phillips Place, Tremont & Somerset Streets",,"Fuller, Stephen P.",,,,,http://maps.bpl.org/id/12140
34.91036,-85.48024,G3924.N36G45 1889 .W55,"New England, GA",1889-1894,,"Map of New England City, Dade County, Ga. ",,"Williams, R. M.",,,,,http://maps.bpl.org/id/18002
43.76,-70.14,G3734.Y32G46 1893 .N69,"Littlejohn Island, ME;Yarmouth, ME",1893,,"Plan of cottage lots on Littlejohn's Island, Casco Bay, about 7 1/2 miles northeast of Portland",,Nowell and Batchelder,,,,,http://maps.bpl.org/id/18009
44.09464,-70.214138,G3734.L4G46 1855 .P53,"Lewiston, ME",1855,,"Plan of the Lewiston Water Power Co.'s works, Lewiston, Me",,,,,,,http://maps.bpl.org/id/18036
,,F73.68.D6 S688 1840,"Boston, MA",1840,,"Catalogue of 556 lots of land, and 8 wharves, in the South Cove, with the numbers, dimensions, contents, and minimum price, affixed to each lot respectively : by order of the directors of the South Cove Corporation, the right of choice, among said lots, will be sold by auction, upon the terms and conditions annexed, on Thursday, April 9, 1840, at 10 o'clock, A.M. (weather fair or foul), at the United States Hotel, Boston",,"South Cove Corporation (Boston, Mass.)",,,,,http://www.archive.org/details/catalogueof556lo00sout
,,F73.68.S75 S688 1845,"Boston, MA",1845,,"Catalogue of 132 lots of land, in the South Cove, with the numbers, dimensions, and contents affixed to each lot, to be divided among the stockholders by order of the directors of the South Cove Corporation : the right of choice, among said lots, will be sold by auction to the stockholders only, upon the terms and conditions annexed, on Tuesday, February 18, 1845, at 10 o'clock, A.M., at the United States Hotel, Boston",,"South Cove Corporation (Boston, Mass.)",,,,,http://www.archive.org/details/catalogueof132lo00sout
